,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_noteUsers,GK_nbAvis,GK_noteGK,GK_licence,GK_dateTestGK,GK_distributeur,GK_developpeur,GK_frenchName
12124,11078,Action Man-Operation Extreme,PS,,Action,,0.05,0.03,0.0,0.01,0.09,,,,Action Man ,,,Interactive Studios,
12125,11079,Blazblue: Continuum Shift Extend,PS3,2011.0,Fighting,PQube,0.0,0.0,0.09,0.0,0.09,7.6,35.0,7.0,Blazblue,2012-03-01,,Arc System Works,Blazblue : Continuum Shift Extend
12126,11079,Blazblue: Continuum Shift Extend,PS3,2011.0,Fighting,PQube,0.0,0.0,0.09,0.0,0.09,7.6,35.0,7.0,Blazblue,2012-03-01,,Arc System Works,Blazblue: Continuum Shift Extend
12127,11080,Tornado Outbreak,PS3,2009.0,Action,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,5.5,2.0,,,,,Loose Cannon Studios,
12128,11081,Mystic Heroes,GC,2002.0,Action,Tecmo Koei,0.03,0.01,0.04,0.0,0.09,,,,Hôshin Engi ,,,Koei,Mystic Heroes
12129,11082,Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,PS2,2007.0,Misc,Hackberry,0.0,0.0,0.09,0.0,0.09,,,,Pachitte Chonmage Tatsujin ,,,,CR Pachinko Dokaben
12130,11083,Defender,XB,2002.0,Misc,Midway Games,0.07,0.02,0.0,0.0,0.09,0.0,0.0,5.0,Defender,2003-03-19,Nobilis,7 Studios,Defender
12131,11084,The Sims 2: Apartment Life,PC,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.02,0.09,,,,,,,,
12132,11085,MLB Superstars,Wii,2008.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09,,,,Major League Baseball 2K ,,,Deep Fried Entertainment,
12133,11086,Captain Tsubasa: Aratanaru Densetsu Joshou,PS,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.01,0.09,,,,,,,,
12134,11087,Remington Super Slam Hunting: Alaska,Wii,2011.0,Sports,Mastiff,0.08,0.0,0.0,0.01,0.09,,,,Remington ,,,,Remington Super Slam Hunting : Alaska
12135,11088,Blood: The Last Vampire (Joukan),PS2,2000.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,,Sony Interactive Entertainment,
12136,11089,Clockwork Knight,SAT,1994.0,Platform,Sega,0.0,0.0,0.09,0.0,0.09,6.6,8.0,,Clockwork Night ,,,Sega,
12137,11090,MotoGP 14,X360,2014.0,Racing,Milestone S.r.l.,0.04,0.04,0.0,0.01,0.09,7.2,5.0,,MotoGP ,,,Milestone,
12138,11091,Freestyle Metal X,PS2,2003.0,Racing,Midway Games,0.04,0.03,0.0,0.01,0.09,7.0,2.0,6.0,,2003-09-26,Nobilis,,Freestyle Metal X
12139,11092,Prinny: Can I Really Be the Hero?,PSP,2008.0,Platform,Tecmo Koei,0.02,0.01,0.05,0.01,0.09,6.7,16.0,7,,,KAZE,Nippon Ichi Software,
12140,11093,Sidewinder Max,PS2,2000.0,Simulation,Asmik Ace Entertainment,0.0,0.0,0.09,0.0,0.09,,,5,,,,,
12141,11094,The $1 Pyramid,Wii,2011.0,Misc,Ubisoft,0.08,0.0,0.0,0.01,0.09,3.0,1.0,,,,,Thin Chen Enterprise,
12142,11095,Burnout Paradise: The Ultimate Box,PS3,2009.0,Racing,Electronic Arts,0.0,0.06,0.01,0.02,0.09,7.3,78.0,7.0,Burnout,2009-02-06,Electronic Arts,Criterion Games,Burnout Paradise : The Ultimate Box
12143,11095,Burnout Paradise: The Ultimate Box,PS3,2009.0,Racing,Electronic Arts,0.0,0.06,0.01,0.02,0.09,7.3,78.0,7.0,Burnout,2009-02-06,Electronic Arts,Criterion Games,Burnout Paradise: The Ultimate Box
12144,11096,Kenka Banchou 2: Full Throttle,PS2,2007.0,Action,Spike,0.0,0.0,0.09,0.0,0.09,,,,Kenka Banchô ,,,"""Y'sk""",
12145,11097,Zoids Assault,X360,2007.0,Strategy,Takara Tomy,0.08,0.0,0.0,0.01,0.09,,,,Zoids ,,,Takara Tomy,
12146,11098,Pro Yaky? Spirits 2014,PSP,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,Pro Baseball Spirits ,,,,Pro Baseball Spirits 2014
12147,11099,Dark Angel: Vampire Apocalypse,PS2,2001.0,Role-Playing,Metro 3D,0.04,0.03,0.0,0.01,0.09,,,,,,,,Dark Angel : Vampire Apocalypse
12148,11100,The Mummy: Tomb of the Dragon Emperor,Wii,2008.0,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,,,,The Mummy ,,,Eurocom,
12149,11101,Spider-Man: Edge of Time,Wii,2011.0,Action,Activision,0.06,0.02,0.0,0.01,0.09,6.0,3.0,4,,,,Beenox Studio,
12150,11102,Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,2010.0,Misc,Hudson Soft,0.0,0.0,0.09,0.0,0.09,,,,,,,,
12151,11103,Karaoke Revolution Presents American Idol Encore 2,X360,2008.0,Misc,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,,,,,,,Blitz Games,
12152,11104,Atelier Totori: The Adventurer of Arland,PSV,2012.0,Role-Playing,Gust,0.0,0.0,0.09,0.0,0.09,6.6,22.0,4,Atelier ,,,Gust,
12153,11105,Mad Dog McCree: Gunslinger Pack,Wii,2009.0,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09,,,,Mad Dog ,,,Digital Leisure,
12154,11106,No More Heroes: Red Zone,PS3,2011.0,Action,Marvelous Interactive,0.0,0.0,0.09,0.0,0.09,9.0,1.0,,No More Heroes ,,,Feelplus,
12155,11107,Game Hits!,DS,2010.0,Misc,Foreign Media Games,0.07,0.01,0.0,0.01,0.09,,,,,,Square Enix,Most Wanted Entertainment,
12156,11108,Bakugan: Rise of the Resistance,DS,2011.0,Strategy,Activision,0.06,0.02,0.0,0.01,0.09,,,,Bakugan ,,,Magic Pockets,
12157,11109,Thomas & Friends: Hero of the Rails,DS,2010.0,Misc,Unknown,0.0,0.07,0.0,0.01,0.09,,,,,,,,
12158,11110,Super Puzzle Fighter II,GBA,,Puzzle,Capcom,0.06,0.02,0.0,0.0,0.09,7.3,24.0,,,,,Backbone Entertainment,
12159,11111,The Mummy: Tomb of the Dragon Emperor,DS,2008.0,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,,,,The Mummy ,,,Eurocom,
12160,11112,Battle Stadium D.O.N,GC,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,,,,,,,8ing,Battle Stadium D.O.N
12161,11113,Deadliest Catch: Sea of Chaos,X360,2010.0,Sports,Crave Entertainment,0.08,0.0,0.0,0.01,0.09,,,,,,,Liquid Dragon,
12162,11114,Karaoke Revolution Presents American Idol Encore,PS3,2008.0,Misc,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,,,,,,,Blitz Games,
12163,11115,Crysis: Maximum Edition,PC,2009.0,Shooter,Electronic Arts,0.0,0.07,0.0,0.02,0.09,7.1,7.0,,Crysis ,,,Crytek,
12164,11116,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,,,,Crayon Shinchan ,,,,Crayon Shin-Chan
12165,11117,Wacky World of Sports,Wii,2009.0,Sports,Sega,0.08,0.0,0.0,0.01,0.09,1.0,1.0,,Chin Series ,,,,Le Sport en Folie
12166,11118,Kurikin: Nano Island Story,DS,2007.0,Role-Playing,Nintendo,0.0,0.0,0.09,0.0,0.09,,,,,,,MediaKite,
12167,11119,Transworld Snowboarding,XB,2002.0,Sports,Atari,0.07,0.02,0.0,0.0,0.09,7.0,1.0,6.0,TransWorld,2002-11-15,,Housemarque,Transworld Snowboarding
12168,11120,NFL Blitz 20-02,GC,2002.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09,,,,NFL Blitz ,,,,NFL Blitz 2002
12169,11121,Sniper Elite,XB,2005.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,5.5,2.0,4.0,Sniper Elite,2005-10-12,,Rebellion,Sniper Elite 4
12170,11121,Sniper Elite,XB,2005.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,5.5,2.0,4.0,Sniper Elite,2005-10-12,,Rebellion,Sniper Elite
12171,11122,Data East Arcade Classics,Wii,2010.0,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09,10.0,1.0,,,,,G1M2,
12172,11123,World Soccer Winning Eleven 8 International,XB,2004.0,Sports,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.09,,,,eFootball (Pro Evolution Soccer) ,,,KCET,
12173,11124,Test Drive: Eve of Destruction,XB,2004.0,Racing,Atari,0.07,0.02,0.0,0.0,0.09,4.7,3.0,3,Test Drive ,,,Monster Games,
12174,11125,Crimson Sea,XB,2002.0,Action,Tecmo Koei,0.04,0.01,0.04,0.0,0.09,7.7,3.0,6.0,Crimson Sea,2003-04-16,,Koei,Crimson Sea
12175,11126,Naruto Shippuden: Gekito Ninja Taisen! EX 2,Wii,2007.0,Fighting,Takara Tomy,0.0,0.0,0.09,0.0,0.09,6.8,4.0,,Naruto ,,,8ing,
12176,11127,The Weakest Link,PS,2001.0,Misc,Activision,0.05,0.03,0.0,0.01,0.09,3.0,1.0,6,,,,"""Traveller's Tales""",
12177,11128,Dreamer Series: Teacher,DS,2009.0,Simulation,Deep Silver,0.08,0.0,0.0,0.01,0.09,,,,,,,,
12178,11129,Lethal Enforcers,SNES,1993.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,Lethal Enforcers ,,,Konami Computer Entertainment Chicago,
12179,11130,Knights in the Nightmare,DS,2008.0,Role-Playing,Sting,0.06,0.0,0.02,0.0,0.09,7.6,5.0,7.0,Dept. Heaven Episodes,2009-10-16,,Sting,Knights in the Nightmare
12180,11131,Romance of the Three Kingdoms XII,PS3,2012.0,Strategy,Tecmo Koei,0.0,0.0,0.09,0.0,0.09,,,,Romance of the Three Kingdoms ,,,Koei,
12181,11132,El Tigre: The Adventures of Manny Rivera,DS,2007.0,Platform,THQ,0.08,0.0,0.0,0.01,0.09,,,,,,,,El Tigre
12182,11133,Ikaruga,GC,2003.0,Shooter,Atari,0.07,0.02,0.0,0.0,0.09,,,,,,,Treasure,Ikaruga
12183,11134,Back to the Future: The Game,PS3,2011.0,Adventure,Telltale Games,0.07,0.01,0.0,0.01,0.09,6.3,26.0,,Retour vers le Futur ,,Koch Media,Telltale Games,
12184,11135,Hyperdimension Neptunia Re;Birth 2,PSV,2014.0,Action,Idea Factory International,0.05,0.02,0.0,0.02,0.09,6.7,7.0,,Hyperdimension Neptunia ,,,Idea Factory,
12185,11136,The Suffering: Ties That Bind,XB,2005.0,Action,Midway Games,0.07,0.02,0.0,0.0,0.09,7.0,2.0,5,The Suffering ,,Nobilis,Surreal Software,
12186,11137,Nobunaga's Ambition: Iron Triangle,PS2,2006.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,,,,,,,,
12187,11138,Little League World Series Baseball: Double Play,Wii,2010.0,Sports,Activision,0.08,0.0,0.0,0.01,0.09,,,,Little League Baseball ,,,Black Lantern Studios,
12188,11139,Jikkyou Powerful Pro Yakyuu 2012,PSV,2012.0,Action,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,,Konami,
12189,11140,Harvest Moon: Boy & Girl,PSP,2005.0,Simulation,Marvelous Interactive,0.08,0.0,0.0,0.01,0.09,,,,Harvest Moon ,,,Natsume,
12190,11141,Mahjong Cub3D,3DS,2011.0,Puzzle,Sunsoft,0.07,0.0,0.02,0.0,0.09,,,,,,,Sunsoft,
12191,11142,F1 2016 (Codemasters),XOne,2016.0,Racing,Codemasters,0.01,0.07,0.0,0.01,0.09,7.0,5.0,,F1 (Codemasters) ,,,Codemasters Birmingham,
12192,11143,Major League Baseball 2K12,PSP,2012.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09,,,,Major League Baseball 2K ,,,Visual Concepts,
12193,11144,Happy Feet Two,Wii,,Action,Warner Bros. Interactive Entertainment,0.07,0.01,0.0,0.01,0.09,3.0,1.0,,Happy Feet ,,,WayForward,
12194,11145,Viewtiful Joe: Red Hot Rumble,PSP,2006.0,Action,Capcom,0.08,0.0,0.0,0.01,0.09,5.0,7.0,4.0,Viewtiful Joe,2006-06-21,Nobilis,Clover Studio,Viewtiful Joe : Red Hot Rumble
12195,11145,Viewtiful Joe: Red Hot Rumble,PSP,2006.0,Action,Capcom,0.08,0.0,0.0,0.01,0.09,5.0,7.0,4.0,Viewtiful Joe,2006-06-21,Nobilis,Clover Studio,Viewtiful Joe: Red Hot Rumble
12196,11146,The Ant Bully,Wii,2006.0,Platform,Midway Games,0.08,0.0,0.0,0.01,0.09,,,,,,,Behaviour Interactive,
12197,11147,MLB 2K9 Fantasy All-Stars,DS,2009.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09,,,,Major League Baseball 2K ,,,,Major League Baseball 2K8 : Fantasy All-Stars
12198,11148,RollerCoaster Tycoon 3: Platinum,PC,2005.0,Strategy,Atari,0.01,0.06,0.0,0.01,0.09,7.3,21.0,6,RollerCoaster Tycoon ,,,Frontier Developments,
12199,11149,Age of Mythology,PC,2002.0,Strategy,Microsoft Game Studios,0.02,0.06,0.0,0.01,0.09,8.1,38.0,8.0,Age of Empires,2002-11-20,,Ensemble Studios,Age of Mythology
12200,11150,Sengoku Basara 4: Sumeragi,PS3,2015.0,Action,Capcom,0.0,0.0,0.09,0.0,0.09,,,,Sengoku Basara ,,,Capcom,Sengoku Basara 4 : Sumeragi Anniversary Edition
12201,11151,Shrek Smash n' Crash Racing,PSP,2006.0,Racing,Activision,0.08,0.0,0.0,0.01,0.09,,,,Shrek ,,,,Shrek Smash N' Crash Racing
12202,11152,The Smurfs 2,WiiU,2013.0,Platform,Ubisoft,0.04,0.04,0.0,0.01,0.09,,,,Les Schtroumpfs ,,,,The Smurfs' Village
12203,11153,Digimon World Re:Digitize Decode,3DS,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,,,,Digimon ,,,tri-Crescendo,
12204,11154,The Bachelor: The Videogame,DS,2010.0,Misc,Warner Bros. Interactive Entertainment,0.08,0.0,0.0,0.01,0.09,,,,,,,Ludia,
12205,11155,Harvey Birdman: Attorney at Law,Wii,2008.0,Adventure,Capcom,0.08,0.0,0.0,0.01,0.09,,,,,,,High Voltage Software,
12206,11156,Digimon World 4,GC,2005.0,Role-Playing,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,,,,Digimon ,,,,Digimon World 4
12207,11157,Resident Evil: Revelations 2,X360,2015.0,Action,Capcom,0.04,0.04,0.0,0.01,0.09,6.4,57.0,3,Resident Evil ,,,,Resident Evil Revelations 2
12208,11158,Jumper: Griffin's Story,Wii,2008.0,Action,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,2.0,3.0,,,,Eidos Interactive,Redtribe,
12209,11159,My Stop Smoking Coach: Allen Carr's EasyWay,DS,2008.0,Misc,Ubisoft,0.07,0.01,0.0,0.01,0.09,,,,Mon Coach Personnel ,,,,Mon Coach Personnel : J'arrête de Fumer avec la méthode Allen Carr
12210,11160,Star Wars: Empire at War,PC,2006.0,Strategy,LucasArts,0.01,0.06,0.0,0.02,0.09,6.5,11.0,5.0,Star Wars,2006-02-17,Activision,Petroglyph,Star Wars : Empire at War
12211,11160,Star Wars: Empire at War,PC,2006.0,Strategy,LucasArts,0.01,0.06,0.0,0.02,0.09,6.5,11.0,5.0,Star Wars,2006-02-17,Activision,Petroglyph,Star Wars: Empire at War
12212,11161,Ford Racing 3,XB,2004.0,Racing,Take-Two Interactive,0.07,0.02,0.0,0.0,0.09,4.0,1.0,4.0,Ford Racing,2005-01-31,,Razorworks,Ford Racing 3
12213,11162,MLB SlugFest Loaded,XB,2004.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09,,,,MLB Slugfest ,,,,MLB SlugFest : Loaded
12214,11163,Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005.0,Action,Activision,0.07,0.02,0.0,0.0,0.09,7.0,1.0,,Ty ,,,Krome Studios,
12215,11164,Sotsugyou Crossworld,PS,1996.0,Simulation,Hearty Robin,0.0,0.0,0.08,0.01,0.09,,,,Sotsugyô ,,,,Sotsugyô Crossworld
12216,11165,R: Racing Evolution,XB,2003.0,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.09,5.2,17.0,4,Ridge Racer ,,Electronic Arts,Namco,
12217,11166,Bionicle,GBA,2003.0,Action,THQ,0.06,0.02,0.0,0.0,0.09,,,,,,,Argonaut Games,Bionicle
12218,11167,Bomberman Land Touch!,DS,2006.0,Puzzle,Rising Star Games,0.04,0.0,0.04,0.0,0.09,7.0,2.0,7,Bomberman ,,Rising Star Games,,Bomberman Land Touch !
12219,11168,Battle Fantasia,X360,2008.0,Fighting,505 Games,0.07,0.0,0.01,0.01,0.09,6.2,15.0,6.0,,2009-01-30,,,Battle Fantasia
12220,11169,Lego Star Wars: The Force Awakens,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.04,0.04,0.0,0.01,0.09,7.2,21.0,7,,,,TT Games,
12221,11170,Bleach GC: Tasogare Ni Mamieru Shinigami,GC,2005.0,Fighting,Sega,0.0,0.0,0.08,0.0,0.09,,,,,,,,
12222,11171,ShellShock 2: Blood Trails,X360,2009.0,Shooter,Eidos Interactive,0.05,0.03,0.0,0.01,0.09,1.5,2.0,2,Shellshock ,,,Rebellion,
12223,11172,F.E.A.R. Files,X360,2007.0,Shooter,Vivendi Games,0.07,0.01,0.0,0.01,0.09,5.4,8.0,4.0,F.E.A.R.,2007-11-23,,,F.E.A.R. Files
12224,11173,SpongeBob: HeroPants,X360,2015.0,Platform,Activision,0.08,0.0,0.0,0.01,0.09,,,,,,,,
12225,11174,Team Elimination Games,Wii,2009.0,Misc,Ubisoft,0.08,0.0,0.0,0.01,0.09,,,,,,,,
12226,11175,Spectral Force 3,X360,2006.0,Role-Playing,Idea Factory,0.08,0.0,0.0,0.01,0.09,6.0,1.0,,Spectral Force ,,,XPEC Entertainment,
12227,11176,Chou Jigen Game Neptune Mk-II,PS3,2011.0,Role-Playing,Compile Heart,0.0,0.0,0.09,0.0,0.09,6.2,5.0,,Hyperdimension Neptunia ,,,Idea Factory,
12228,11177,Bella Sara,DS,2008.0,Misc,Codemasters,0.04,0.03,0.0,0.01,0.09,0.0,0.0,3.0,,2008-09-30,,,Bella Sara
12229,11178,Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.01,0.09,,,,,,,Konami,
12230,11179,Karaoke Revolution,XB,2004.0,Misc,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.09,,,,,,,Blitz Games,
12231,11180,Escape Dead Island,X360,2014.0,Action,Deep Silver,0.03,0.05,0.0,0.01,0.09,6.5,2.0,,,,,,Escape Dead Island
12232,11181,Red Faction: Armageddon,PC,2011.0,Shooter,THQ,0.05,0.02,0.0,0.01,0.09,6.5,32.0,6.0,Red Faction,2011-06-11,,,Red Faction : Armageddon
12233,11181,Red Faction: Armageddon,PC,2011.0,Shooter,THQ,0.05,0.02,0.0,0.01,0.09,6.5,32.0,6.0,Red Faction,2011-06-11,,,Red Faction: Armageddon
12234,11182,Fire Pro Wrestling Returns,PS2,2005.0,Sports,505 Games,0.04,0.03,0.0,0.01,0.09,,,,Fire Pro Wrestling ,,,"""Y'sk""",
12235,11183,Brain Voyage,DS,2008.0,Puzzle,Eidos Interactive,0.06,0.02,0.0,0.01,0.09,,,,Atamania ,,,Level-5,
12236,11184,Jimmy Neutron: Boy Genius,GC,2002.0,Platform,THQ,0.07,0.02,0.0,0.0,0.09,,,4,Jimmy Neutron ,,,,Jimmy Neutron : Un Garçon Génial
12237,11185,Adventure Time: Finn & Jake Investigations,PS4,2015.0,Action,Little Orbit,0.03,0.04,0.0,0.01,0.09,,,,,,,,
12238,11186,Derby Stallion,SAT,1999.0,Sports,ASCII Entertainment,0.0,0.0,0.09,0.0,0.09,,,,Derby Stallion ,,,,Derby Stallion
12239,11187,Puss in Boots,PS3,2011.0,Action,THQ,0.07,0.01,0.0,0.01,0.09,6.0,2.0,,,,,Halfbrick,
12240,11188,PAC-MAN and the Ghostly Adventures,PS3,2013.0,Platform,Namco Bandai Games,0.03,0.04,0.0,0.01,0.09,5.0,1.0,,Pac-Man ,,,Bandai Namco Games,
12241,11189,Rollcage Stage II,PS,2000.0,Racing,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.09,8.5,4.0,,Rollcage ,,Take Two Interactive,Attention To Detail,
12242,11190,Samurai Warriors 2: Xtreme Legends,PS2,2007.0,Action,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,,,,Samurai Warriors ,,,Omega Force,
12243,11191,Karaoke Joysound Wii DX,Wii,2009.0,Misc,Hudson Soft,0.0,0.0,0.09,0.0,0.09,,,,Joysound ,,,,Joysound Wii DX
12244,11192,Sloane to MacHale no Nazo no Monogatari 2,DS,2009.0,Puzzle,Level 5,0.0,0.0,0.09,0.0,0.09,,,,,,,,
12245,11193,Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,DS,2006.0,Misc,Nintendo,0.0,0.0,0.09,0.0,0.09,,,,,,,,
12246,11194,Invasion From Beyond,PS,1998.0,Shooter,GT Interactive,0.05,0.03,0.0,0.01,0.09,,,,,,,,
12247,11195,50 Cent: Bulletproof,PSP,2006.0,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,6.0,1.0,4.0,50 Cent,2006-03-14,Vivendi Games,Genuine Games,50 Cent : Bulletproof
12248,11195,50 Cent: Bulletproof,PSP,2006.0,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,6.0,1.0,4.0,50 Cent,2006-03-14,Vivendi Games,Genuine Games,50 Cent: Bulletproof
12249,11196,Forgotten Realms: Demon Stone,XB,2004.0,Action,Atari,0.06,0.02,0.0,0.0,0.09,5.6,13.0,4,Donjons & Dragons ,,,Stormfront Studios,
12250,11197,Counter-Strike: Source,PC,2004.0,Shooter,Vivendi Games,0.0,0.07,0.0,0.02,0.09,7.5,85.0,,Counter-Strike ,,,Valve,
12251,11198,My Make-Up,DS,2008.0,Misc,Oxygen Interactive,0.08,0.0,0.0,0.01,0.09,,,,Léa Passion ,,,,Imagine Makeup Artist
12252,11199,Major League Baseball 2K7,PSP,2007.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09,,,,Major League Baseball 2K ,,,Kush Games,
12253,11200,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,2011.0,Action,THQ,0.05,0.03,0.0,0.01,0.09,6.0,1.0,,Madagascar ,,,Griptonite Games,
12254,11201,LEGO Star Wars II: The Original Trilogy,GBA,2006.0,Action,LucasArts,0.06,0.02,0.0,0.0,0.09,6.8,28.0,6,,,Activision,"""Traveller's Tales""",
12255,11202,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005.0,Adventure,Disney Interactive Studios,0.06,0.02,0.0,0.0,0.09,6.8,5.0,5,"""L'Etrange Noël de M. Jack """,,Electronic Arts,Capcom,
12256,11203,Knights in the Nightmare,PSP,2010.0,Role-Playing,Atlus,0.06,0.0,0.02,0.01,0.09,7.6,5.0,7.0,Dept. Heaven Episodes,2009-10-16,,Sting,Knights in the Nightmare
12257,11204,Mahjong Master,N64,1996.0,Misc,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,,,Sengoku Mahjong Jidai
12258,11205,Adventure Time: The Secret of the Nameless Kingdom,X360,2014.0,Action,Little Orbit,0.0,0.08,0.0,0.01,0.09,,,,,,,,
12259,11206,Royal Palace of White Sword and The City of Gentiles,XB,2005.0,Role-Playing,Take-Two Interactive,0.06,0.02,0.0,0.0,0.09,,,,,,,,
12260,11207,Midnight Play! Pack,DS,2008.0,Misc,Ubisoft,0.08,0.0,0.0,0.01,0.09,,,,,,,,Midnight Play ! Pack
12261,11208,Top Gear Rally,GBA,2003.0,Racing,Kemco,0.06,0.02,0.0,0.0,0.09,5.8,9.0,,Top Gear ,,Ecudis,Boss Game Studios,
12262,11209,Busy Scissors,Wii,2010.0,Simulation,Little Orbit,0.08,0.0,0.0,0.0,0.09,,,,,,Namco Bandai Partners,Game Machine Studios,
12263,11210,Knights Contract,PS3,2011.0,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.09,4.3,4.0,3.0,,2011-02-28,Namco Bandai Partners,Game Republic,Knights Contract
12264,11211,Gray Matter,PC,2011.0,Adventure,DTP Entertainment,0.02,0.05,0.0,0.01,0.09,7.4,25.0,7.0,,2010-12-22,,WizarBox,Gray Matter
12265,11212,L: the proLogue to DEATH NOTE - Rasen no Wana,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,Death Note ,,,,L the proLogue to Death Note
12266,11213,Famicom Mini: Makaimura,GBA,2004.0,Platform,Capcom,0.0,0.0,0.08,0.0,0.09,,,5,,,,,
12267,11214,Might & Magic Heroes VII,PC,2015.0,Strategy,Ubisoft,0.0,0.08,0.0,0.0,0.09,6.2,5.0,6.0,Might &amp; Magic,2015-09-28,,Limbic Entertainment,Might & Magic Heroes VII
12268,11215,XIII,GC,2003.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,,,,XIII ,,,Ubisoft,XIII
12269,11216,Pro Evolution Soccer 2013,PC,2012.0,Sports,Konami Digital Entertainment,0.0,0.07,0.0,0.01,0.09,6.1,13.0,7.0,eFootball (Pro Evolution Soccer),2012-09-17,,Konami,Pro Evolution Soccer 2013
12270,11217,Dynasty Warriors 8: Empires,PS3,2014.0,Action,Tecmo Koei,0.0,0.0,0.09,0.0,0.09,5.7,3.0,,Dynasty Warriors ,,KOCH Media France,Omega Force,
12271,11218,The Incredibles: Rise of the Underminer,XB,2005.0,Action,THQ,0.06,0.02,0.0,0.0,0.09,4.0,3.0,5,,,,Beenox Studio,
12272,11219,Theme Hospital,PS,1998.0,Strategy,Electronic Arts,0.03,0.02,0.03,0.01,0.09,6.5,12.0,7,Two Point ,,,Two Point Studios,
12273,11220,Princess Isabella: A Witch's Curse,DS,2010.0,Adventure,GSP,0.05,0.03,0.0,0.01,0.09,,,,,,,,
12274,11221,Blacksite: Area 51,PS3,2007.0,Shooter,Midway Games,0.07,0.01,0.0,0.01,0.09,4.8,13.0,4,Area 51 ,,,Midway Studios - Austin,
12275,11222,Wizardry: Tale of the Forsaken Land,PS2,2001.0,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.09,7.0,1.0,,Wizardry ,,Ubisoft,,Wizardry : Tale of the Forsaken Land
12276,11223,Cloudy With a Chance of Meatballs,X360,2009.0,Platform,Ubisoft,0.07,0.01,0.0,0.01,0.09,4.8,4.0,,,,,Ubisoft Shanghai,
12277,11224,Charlotte's Web,DS,2006.0,Action,Sega,0.08,0.0,0.0,0.01,0.09,,,5,,,,,
12278,11225,ChuChu Rocket!,GBA,2001.0,Strategy,Atari,0.06,0.02,0.0,0.0,0.09,7.3,73.0,8,,,Atari,Sonic Team,
12279,11226,FIFA 12,PS2,2011.0,Sports,Electronic Arts,0.0,0.02,0.0,0.06,0.09,7.5,127.0,6.833333333333333,FIFA EA Sports,2012-02-17,,EA Canada,FIFA 12
12280,11227,Monster Jam: Urban Assault,PSP,2008.0,Racing,Activision,0.08,0.0,0.0,0.01,0.09,,,,,,,,
