,Name,Platform,Year,Genre,Publisher,DateSortie,Studio,Score,Rate,Review,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_licence,GK_distributeur,Mois
13890,Pump It Up: Exceed,PS2,2005.0,Misc,Mastiff,2005-08-01,Andamiro U.S.A. Corp.,7.3,8.4,,0.03,0.02,0.0,0.01,0.06,,,8.0
13891,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012.0,Action,Idea Factory,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13892,Wreckless: ThE YaKuza MisSiOns,GC,2002.0,Racing,Activision,2002-11-01,Stealth Studios,5.8,7.0,,0.04,0.01,0.0,0.0,0.06,Wreckless,,11.0
13893,Doki-Doki Universe,PSV,2013.0,Adventure,Sony Computer Entertainment,2013-12-01,SCEA,5.7,5.22,4.5,0.01,0.04,0.0,0.01,0.06,,,12.0
13894,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007.0,Misc,D3Publisher,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13895,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004.0,Racing,Codemasters,2004-04-01,Codemasters,8.0,6.9,19.0,0.03,0.02,0.0,0.01,0.06,TOCA / Race Driver,,4.0
13896,Girls RPG: Cinderellife,3DS,2012.0,Role-Playing,Level 5,0000-01-00,Level-5,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13897,Dr. Muto,XB,2002.0,Platform,Midway Games,2002-11-01,Midway,7.0,9.0,,0.04,0.01,0.0,0.0,0.06,,Nobilis,11.0
13898,Tom Clancy's Rainbow Six: Critical Hour,XB,,Shooter,Unknown,2006-03-01,Ubisoft Quebec,5.4,3.6,,0.04,0.01,0.0,0.0,0.06,,,3.0
13899,Gothic 3,PC,2006.0,Role-Playing,JoWood Productions,2006-11-01,Piranha Bytes,6.65,7.4,27.0,0.0,0.05,0.0,0.01,0.06,Gothic,,11.0
13900,Tokyo Twilight Ghost Hunters,PS3,2014.0,Role-Playing,Aksys Games,2015-03-01,TOYBOX,5.7,6.38,3.0,0.03,0.0,0.02,0.01,0.06,Tokyo Majin Gakuen,KOCH Media France,3.0
13901,Scrabble Blast!,GBA,2005.0,Misc,Zoo Digital Publishing,2005-05-01,Visual Impact,,,,0.04,0.01,0.0,0.0,0.06,Scrabble,,5.0
13902,Dino Pets,DS,2009.0,Simulation,Avanquest,2009-07-01,Destineer,,,,0.05,0.0,0.0,0.0,0.06,101 Pets,,7.0
13903,Fate/Stay Night [RǸalta Nua],PSV,2012.0,Adventure,Kadokawa Shoten,0000-01-00,,,8.6,7.0,0.0,0.0,0.06,0.0,0.06,Fate/stay night,,1.0
13904,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010.0,Adventure,O-Games,0000-01-00,,,,,0.02,0.03,0.0,0.01,0.06,Enigmes & objets cachǸs,,1.0
13905,Gintama no Sugoroku,PSP,2013.0,Action,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,Gintama,,1.0
13906,Kid Fit Island Resort,Wii,2010.0,Sports,Avanquest,2010-10-01,Red Wagon Games,7.0,6.5,103.0,0.05,0.0,0.0,0.0,0.06,Wii Sports,,10.0
13907,The Lord of the Rings: Aragorn's Quest,PS2,2010.0,Action,Warner Bros. Interactive Entertainment,2010-09-01,TT Fusion,6.0,4.8,11.0,0.03,0.02,0.0,0.01,0.06,Le Seigneur des Anneaux,,9.0
13908,Roogoo Twisted Towers,Wii,2009.0,Puzzle,SouthPeak Games,2009-06-01,SpiderMonk,6.7,,,0.05,0.0,0.0,0.0,0.06,,,6.0
13909,Doraemon 4: Nobita to Toki no Okoku,SNES,1995.0,Platform,Epoch,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13910,Myst,SAT,1994.0,Adventure,Sunsoft,0000-01-00,Cyan,4.5,7.6,42.0,0.0,0.0,0.06,0.0,0.06,Myst,,1.0
13911,F1 2010,PC,2010.0,Racing,Codemasters,2010-09-01,Codemasters Birmingham,8.3,7.62,123.0,0.0,0.05,0.0,0.01,0.06,F1 (Codemasters),Koch Media,9.0
13912,Toaru Kagaku no Chou Denjihou,PSP,2011.0,Adventure,Kadokawa Shoten,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,To Aru Majutsu no Index,,1.0
13913,Starwinder: The Ultimate Space Race,PS,1996.0,Racing,Mindscape,0000-01-00,,,,,0.03,0.02,0.0,0.0,0.06,,,1.0
13914,The Lost Chronicles of Zerzura,PC,2012.0,Adventure,DTP Entertainment,2014-07-01,Cranberry Production,7.6,6.8,,0.0,0.05,0.0,0.01,0.06,,,7.0
13915,Ski Region Simulator,PC,2011.0,Simulation,Excalibur Publishing,2014-01-01,Giants Software,,,,0.0,0.05,0.0,0.01,0.06,,Focus Entertainment,1.0
13916,Angelique Trois,PS2,2000.0,Adventure,Tecmo Koei,0000-01-00,Koei,,,,0.0,0.0,0.06,0.0,0.06,Angelique,,1.0
13917,Dreamer Series: Babysitter,DS,2009.0,Simulation,Deep Silver,2009-05-01,Zig Zag,,,,0.05,0.0,0.0,0.0,0.06,Marie,,5.0
13918,Diva Girls: Divas on Ice,DS,2009.0,Sports,505 Games,2009-06-01,Arc System Works,,,,0.05,0.0,0.0,0.0,0.06,,,6.0
13919,Dance Dance Revolution: Mario Mix (JP sales),GC,2005.0,Simulation,Nintendo,0000-01-00,,,,,0.0,0.0,0.05,0.0,0.06,,,1.0
13920,A-Train 6,PS2,2000.0,Strategy,Midas Interactive Entertainment,2004-05-01,Artdink Corporation,1.5,3.75,22.0,0.0,0.0,0.06,0.0,0.06,A-Train,THQ,5.0
13921,Meitantei Conan: Tantei Ryoku Trainer,DS,2007.0,Misc,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,Detective Conan,,1.0
13922,MotoGP,GBA,2002.0,Racing,THQ,2001-02-01,Visual Impact,6.4,7.45,8.0,0.04,0.01,0.0,0.0,0.06,,,2.0
13923,ESPN International Winter Sports 2002,PS2,2002.0,Sports,Konami Digital Entertainment,2002-01-01,Konami,6.43,6.5,2.0,0.03,0.02,0.0,0.01,0.06,ESPN,,1.0
13924,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009.0,Sports,Konami Digital Entertainment,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13925,KimiKiss (ebKore+),PS2,2008.0,Adventure,Enterbrain,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13926,Gold and Glory: The Road to El Dorado,PS,2000.0,Adventure,Ubisoft,2000-12-01,Revolution Software,3.4,7.0,1.0,0.03,0.02,0.0,0.0,0.06,,Ubisoft,12.0
13927,NBA Live 07,XB,2006.0,Sports,Electronic Arts,2006-09-01,EA Sports,5.45,5.45,4.0,0.04,0.01,0.0,0.0,0.06,NBA Live,,9.0
13928,Choro Q Marine: Q Boat,PS,1998.0,Racing,Takara,0000-01-00,Takara,,,,0.0,0.0,0.05,0.0,0.06,Choro Q,,1.0
13929,GunPey,PSP,2006.0,Puzzle,Atari,2006-11-01,Q Entertainment,6.2,5.0,1.0,0.05,0.0,0.0,0.01,0.06,GunPey,Atari,11.0
13930,BattleBots: Beyond the BattleBox,GBA,2002.0,Action,Vivendi Games,2002-12-01,Cave Barn,5.3,,,0.04,0.01,0.0,0.0,0.06,,,12.0
13931,MX vs. ATV Supercross Encore,PS4,2015.0,Sports,Nordic Games,2015-10-01,Rainbow Studios,4.2,4.2,,0.0,0.05,0.0,0.01,0.06,MX vs. ATV,,10.0
13932,Yuugen Gaisha Brave Company,3DS,2011.0,Strategy,Namco Bandai Games,0000-01-00,Cattle Call,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13933,Mighty Beanz: Pocket Puzzles,GBA,2004.0,Puzzle,Majesco Entertainment,2004-06-01,Radius9,3.7,,,0.04,0.01,0.0,0.0,0.06,,,6.0
13934,Ken to Mahou to Gakuen Mono. 3D,3DS,2011.0,Role-Playing,Acquire,0000-01-00,Zerodiv,,4.0,2.0,0.0,0.0,0.06,0.0,0.06,Class of Heroes,,1.0
13935,History Great Empires: Rome,DS,2009.0,Strategy,Black Bean Games,2009-05-01,Slitherine,4.2,8.3,,0.05,0.0,0.0,0.0,0.06,The History Channel,Codemasters,5.0
13936,The King of Fighters '96,NG,1996.0,Fighting,SNK,0000-01-00,SNK,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13937,Friends: The One with All the Trivia,PS2,2005.0,Misc,Warner Bros. Interactive Entertainment,2005-11-01,Artech Studios,5.0,5.15,3.0,0.03,0.02,0.0,0.01,0.06,,Warner Bros. Interactive Entertainment,11.0
13938,Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008.0,Simulation,Creative Core,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13939,Backyard NFL Football '08,PS2,2007.0,Sports,Atari,0000-01-00,Humongous Entertainment,,,,0.03,0.02,0.0,0.01,0.06,Backyard Sports,,1.0
13940,Coraline,Wii,2009.0,Action,D3Publisher,2009-01-01,Papaya Studios,4.2,6.1,,0.05,0.0,0.0,0.0,0.06,,,1.0
13941,Gunbird,SAT,1995.0,Shooter,Atlus,0000-01-00,Psikyo,,7.7,3.0,0.0,0.0,0.06,0.0,0.06,,,1.0
13942,Imagine: Party Planner,DS,2009.0,Simulation,Ubisoft,2010-01-01,Ubisoft Porto Alegre,,,,0.05,0.0,0.0,0.0,0.06,,,1.0
13943,Dream C Club Portable,PSP,2010.0,Simulation,D3Publisher,0000-01-00,,,5.4,5.0,0.0,0.0,0.06,0.0,0.06,Dream C Club,,1.0
13944,Tom Clancy's Rainbow Six 3,GC,2004.0,Shooter,Ubisoft,2004-06-01,Ubisoft Shanghai,6.8,6.8,,0.04,0.01,0.0,0.0,0.06,,,6.0
13945,Elemental Gearbolt,PS,1997.0,Shooter,Sony Computer Entertainment,1998-06-01,Alfa System,7.6,,,0.03,0.02,0.0,0.0,0.06,,,6.0
13946,Space Chimps,DS,2008.0,Platform,Brash Entertainment,2008-07-01,Red Tribe,3.95,3.3,3.0,0.05,0.0,0.0,0.0,0.06,,,7.0
13947,Tony Hawk's Pro Skater 5,PS3,2015.0,Sports,Activision,2015-10-01,FUN Labs,2.75,3.55,1.0,0.04,0.0,0.0,0.01,0.06,Tony Hawk,,10.0
13948,WWF Wrestlemania: The Arcade Game,PS,1995.0,Fighting,Acclaim Entertainment,0000-01-00,Sculptured Software,,6.5,2.0,0.03,0.02,0.0,0.0,0.06,,,1.0
13949,Handball 16,PS4,2015.0,Sports,Bigben Interactive,2015-11-01,EKO Software,4.5,3.1,3.0,0.0,0.05,0.0,0.01,0.06,Handball,,11.0
13950,Cabela's Big Game Hunter 2005 Adventures,GBA,2004.0,Sports,Activision,0000-01-00,Torus Games,,1.0,1.0,0.04,0.01,0.0,0.0,0.06,"""Cabela's """,,1.0
13951,Grand Kingdom,PS4,2015.0,Role-Playing,Nippon Ichi Software,2016-06-01,Spike Chunsoft,7.1,6.9,7.0,0.02,0.0,0.03,0.0,0.06,,,6.0
13952,Mega Man 8 Anniversary Collector's Edition,SAT,1997.0,Platform,Capcom,0000-01-00,Atomic Planet,7.0,8.0,7.0,0.0,0.0,0.06,0.0,0.06,Mega Man,,1.0
13953,V-Rally 3,PS2,2002.0,Racing,Atari,2002-06-01,Eden Studios,7.98,7.45,33.0,0.03,0.02,0.0,0.01,0.06,V-Rally,,6.0
13954,Nobunaga no Yabou: Souzou,PS4,2014.0,Strategy,Tecmo Koei,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,"""Nobunaga's Ambition """,,1.0
13955,Whiplash,XB,2003.0,Racing,Eidos Interactive,2003-11-01,Crystal Dynamics,5.9,7.0,2.0,0.04,0.01,0.0,0.0,0.06,,,11.0
13956,GRID,DS,,Racing,Codemasters,2008-08-01,Firebrand Games,7.9,8.1,,0.04,0.01,0.0,0.0,0.06,GRID,,8.0
13957,Pro Yakyuu Famista 2011,3DS,2011.0,Sports,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13958,Impact Racing,PS,1996.0,Racing,JVC,0000-01-00,Funcom,,,,0.03,0.02,0.0,0.0,0.06,,,1.0
13959,My Horse & Me: Riding for Gold,Wii,2008.0,Sports,Atari,2009-04-01,Tate Interactive,,,,0.04,0.02,0.0,0.0,0.06,Mon cheval et moi,,4.0
13960,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010.0,Sports,SouthPeak Games,2010-10-01,Just For Fun,,,,0.05,0.0,0.0,0.0,0.06,,,10.0
13961,Amazing Island,GC,2004.0,Strategy,Sega,2004-08-01,Hitmaker,5.9,7.0,,0.04,0.01,0.0,0.0,0.06,,,8.0
13962,SeaBlade,XB,2002.0,Shooter,TDK Mediactive,2002-11-01,Simon & Schuster,4.8,,,0.04,0.01,0.0,0.0,0.06,,,11.0
13963,Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000.0,Sports,Konami Digital Entertainment,0000-01-00,Konami,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13964,Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004.0,Action,BAM! Entertainment,2004-09-01,Artificial Mind and Movement,4.65,,,0.03,0.02,0.0,0.01,0.06,Carmen Sandiego,Acclaim Entertainment,9.0
13965,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010.0,Role-Playing,Atlus,0000-01-00,,,,,0.0,0.0,0.06,0.0,0.06,,,1.0
13966,Activision Hits: Remixed,PSP,2006.0,Misc,Activision,2006-11-01,Digital Eclipse,7.5,6.0,1.0,0.05,0.0,0.0,0.0,0.06,,,11.0
13967,Death Jr. II: Root of Evil,PSP,2006.0,Platform,Konami Digital Entertainment,2006-10-01,Backbone Entertainment,6.4,6.6,3.0,0.05,0.0,0.0,0.0,0.06,Death,,10.0
13968,Hail to the Chimp,X360,2008.0,Misc,Gamecock,2008-07-01,Wideload Games Inc.,5.2,6.1,,0.05,0.0,0.0,0.0,0.06,,cdv Software Entertainment,7.0
13969,MotoGP 4 - Official Game of MotoGP,PS2,2005.0,Racing,Sony Computer Entertainment,0000-01-00,Namco,6.0,3.0,1.0,0.03,0.02,0.0,0.01,0.06,MotoGP,,1.0
13970,Legend of Kay,WiiU,2015.0,Action,Nordic Games,2005-02-01,Neon Studios,7.0,7.0,1.5,0.03,0.02,0.0,0.0,0.05,,Bigben Interactive,2.0
13971,Kyoukai Senjou no Horizon Portable,PSP,2013.0,Adventure,Kadokawa Shoten,0000-01-00,,,,,0.0,0.0,0.05,0.0,0.05,,,1.0
13972,4 Elements,PC,2009.0,Puzzle,Mastertronic,2009-02-01,Playrix Entertainment,6.5,7.12,6.5,0.0,0.04,0.0,0.01,0.05,4 Elements,,2.0
13973,Shining Force III: Scenario 2,SAT,1998.0,Strategy,Sega,0000-01-00,Camelot,,9.4,7.0,0.0,0.0,0.05,0.0,0.05,,,1.0
13974,Captain America: Super Soldier,DS,,Action,Sega,0000-01-00,High Voltage Software,6.0,5.9,8.0,0.05,0.0,0.0,0.0,0.05,,,1.0
13975,Airline Tycoon 2,PC,2011.0,Simulation,Kalypso Media,2011-10-01,Kalypso,5.7,5.3,,0.0,0.04,0.0,0.01,0.05,,,10.0
13976,Worms World Party,GBA,2002.0,Strategy,Ubisoft,2001-03-01,Fluid Studios,7.17,6.93,12.5,0.04,0.01,0.0,0.0,0.05,Worms,,3.0
13977,Medabots: Metabee,GBA,2002.0,Role-Playing,Natsume,0000-01-00,Natsume,,2.0,1.0,0.04,0.01,0.0,0.0,0.05,,Ubisoft Montpellier,1.0
13978,Medal of Honor: Airborne,PC,2007.0,Shooter,Electronic Arts,2007-09-01,Electronic Arts,6.77,6.75,80.5,0.0,0.04,0.0,0.01,0.05,Medal of Honor,,9.0
13979,NHL Legacy,X360,2015.0,Action,Electronic Arts,0000-01-00,,,,,0.05,0.0,0.0,0.01,0.05,,,1.0
13980,Final Fight: Streetwise,PS2,2006.0,Action,Capcom,2006-04-01,Capcom,3.6,6.83,7.0,0.03,0.02,0.0,0.01,0.05,Final Fight,,4.0
13982,Speed Kings,XB,2003.0,Racing,Acclaim Entertainment,2003-06-01,Climax Group,5.5,7.05,5.0,0.04,0.01,0.0,0.0,0.05,,,6.0
13983,Drivers Ed Portable,DS,2008.0,Misc,JoWood Productions,2008-12-01,Trine Games,,,,0.05,0.0,0.0,0.0,0.05,,JoWooD Productions,12.0
13984,Rebelstar: Tactical Command,GBA,2005.0,Strategy,Atari,2005-09-01,Codo Games,7.8,8.25,3.0,0.04,0.01,0.0,0.0,0.05,,Atari,9.0
13985,Kamen Rider: Battride War Genesis,PS4,2016.0,Action,Namco Bandai Games,0000-01-00,,,6.0,1.0,0.0,0.0,0.05,0.0,0.05,Kamen Rider,,1.0
13986,IL-2 Sturmovik: Cliffs of Dover,PC,2011.0,Simulation,Ubisoft,2011-04-01,1C: Maddox Games,6.0,7.5,1.0,0.0,0.04,0.0,0.01,0.05,IL-2 Sturmovik,Ubisoft,4.0
13987,Gladiator: Sword of Vengeance,XB,2003.0,Action,Acclaim Entertainment,2003-11-01,Acclaim Studios Manchester,5.25,7.4,0.0,0.04,0.01,0.0,0.0,0.05,,,11.0
13989,Unsolved Crimes,DS,2008.0,Adventure,Empire Interactive,2008-09-01,Now Production,6.6,6.15,1.0,0.04,0.01,0.0,0.0,0.05,,,9.0
13990,Minna to Kimi no Piramekino!,DS,2010.0,Misc,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.05,0.0,0.05,,,1.0
13991,Virtua Tennis 3,PSP,2007.0,Sports,Sega,2007-03-01,Sumo Digital,7.88,7.6,69.5,0.02,0.03,0.0,0.01,0.05,Virtua Tennis,,3.0
13992,Bombastic,PS2,2002.0,Puzzle,Capcom,2003-08-01,Shift,5.6,7.2,0.0,0.03,0.02,0.0,0.01,0.05,Devil Dice,,8.0
13993,Xiaolin Showdown,DS,2006.0,Action,Konami Digital Entertainment,2007-03-01,Razorback Developments,4.6,7.2,2.5,0.05,0.0,0.0,0.0,0.05,,,3.0
13994,NHL Powerplay 98,PS,1997.0,Sports,Virgin Interactive,0000-01-00,Radical Entertainment,,,,0.03,0.02,0.0,0.0,0.05,NHL PowerPlay,,1.0
13995,Olympic Soccer: Atlanta 1996,PS,1996.0,Sports,U.S. Gold,0000-01-00,,,,,0.03,0.02,0.0,0.0,0.05,Olympic (U.S. Gold),,1.0
13996,Lernerfolg Vorschule: Capt'n Sharky,DS,2009.0,Misc,Tivola,0000-01-00,,,,,0.0,0.05,0.0,0.01,0.05,,,1.0
13997,Samurai Dou Portable,PSP,2008.0,Action,Spike,0000-01-00,Acquire,6.0,7.5,8.0,0.0,0.0,0.05,0.0,0.05,Way of the Samurai,,1.0
13998,Princess on Ice,DS,2008.0,Sports,505 Games,2008-11-01,Arc System Works,5.0,,,0.04,0.01,0.0,0.0,0.05,,,11.0
13999,Countdown: The Game,Wii,2009.0,Puzzle,Mindscape,0000-01-00,,,,,0.0,0.05,0.0,0.0,0.05,,,1.0
14000,Phantasy Star Online Episode I & II Plus,GC,2003.0,Role-Playing,Sega,2004-09-01,Sonic Team,8.0,8.2,37.0,0.04,0.01,0.0,0.0,0.05,Phantasy Star,Atari,9.0
14001,Samurai Warriors 4: Empires,PSV,2015.0,Action,Tecmo Koei,2016-03-01,Omega Force,,7.0,1.0,0.0,0.0,0.05,0.0,0.05,Samurai Warriors,,3.0
14002,DuckTales: Remastered,PS3,2013.0,Action,Capcom,2013-08-01,WayForward,7.5,7.4,78.5,0.01,0.04,0.0,0.01,0.05,Duck Tales,,8.0
14003,Front Mission 2089: Border of Madness,DS,2008.0,Strategy,Square Enix,0000-01-00,,,,,0.0,0.0,0.05,0.0,0.05,Front Mission,,1.0
14004,Miracle Girls Festival,PSV,2015.0,Misc,Sega,0000-01-00,,,6.5,2.0,0.0,0.0,0.05,0.0,0.05,,,1.0
14005,Dual Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,2002-09-01,Matrix Software,7.0,,,0.03,0.02,0.0,0.01,0.05,,,9.0
14006,7 Wonders: Treasures of Seven,DS,2011.0,Puzzle,Avanquest,2011-08-01,Avanquest Software,,7.0,1.0,0.02,0.03,0.0,0.01,0.05,7 Wonders,,8.0
14007,NFL Quarterback Club 2002,GC,2001.0,Sports,Acclaim Entertainment,2001-12-01,Acclaim,5.3,,,0.04,0.01,0.0,0.0,0.05,NFL Quarterback Club,,12.0
14008,Saki: Zenkoku-hen,PSV,2015.0,Misc,Kaga Create,0000-01-00,,,,,0.0,0.0,0.05,0.0,0.05,Saki,,1.0
14009,Mister Slime,DS,2008.0,Action,SouthPeak Games,2008-07-01,Lexis Numerique,5.45,,,0.05,0.0,0.0,0.0,0.05,,Eidos Interactive,7.0
14010,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015.0,Action,Aksys Games,0000-01-00,ChunSoft,7.0,7.5,4.0,0.01,0.0,0.04,0.0,0.05,,,1.0
14011,"Murder, She Wrote",PC,2009.0,Adventure,Focus Home Interactive,2009-11-01,Legacy Interactive,,,,0.0,0.04,0.0,0.01,0.05,,,11.0
14012,Virtual Villagers: A New Home,DS,2010.0,Simulation,PQube,2010-04-01,LDW,,,,0.04,0.01,0.0,0.0,0.05,,,4.0
14013,Wing Commander: Prophecy,GBA,2003.0,Simulation,"Destination Software, Inc",2003-06-01,Raylight Studios,7.0,8.15,1.0,0.04,0.01,0.0,0.0,0.05,Wing Commander,,6.0
14014,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action,Atari,2006-02-01,Double Helix Games,5.2,7.5,2.0,0.03,0.02,0.0,0.01,0.05,,,2.0
14016,Learn Science,DS,2010.0,Misc,DreamCatcher Interactive,2010-12-01,Engine Software,,,,0.05,0.0,0.0,0.0,0.05,,,12.0
14017,Sega Soccer Slam,XB,2002.0,Sports,Sega,2002-08-01,Black Box,7.0,7.6,22.0,0.04,0.01,0.0,0.0,0.05,,Atari,8.0
14018,Hakuouki: Reimeiroku,PS2,2010.0,Adventure,Idea Factory,0000-01-00,,,,,0.0,0.0,0.05,0.0,0.05,Hakuoki,,1.0
14019,Vertigo,Wii,2009.0,Strategy,Playlogic Game Factory,2009-03-01,Icon Games,4.53,3.6,2.5,0.05,0.0,0.0,0.0,0.05,,,3.0
14021,Blood Omen 2,GC,2002.0,Action,Eidos Interactive,2002-12-01,Crystal Dynamics,7.1,8.3,,0.04,0.01,0.0,0.0,0.05,Legacy of Kain,,12.0
14022,NBA 2K17,X360,2016.0,Sports,Take-Two Interactive,2016-09-01,2K Games,7.75,5.75,7.0,0.04,0.0,0.0,0.01,0.05,NBA 2K,,9.0
14023,Shin Sangoku Musou 5 Empires,PSP,2010.0,Action,Tecmo Koei,0000-01-00,Omega Force,5.0,6.0,4.0,0.0,0.0,0.05,0.0,0.05,Dynasty Warriors,,1.0
14024,Front Mission Evolved,PC,2010.0,Shooter,Square Enix,2010-10-01,Double Helix Games,5.1,5.42,11.5,0.05,0.0,0.0,0.0,0.05,Front Mission,,10.0
14025,Carve,XB,2004.0,Racing,Global Star,2004-02-01,Argonaut Games,5.7,,0.0,0.04,0.01,0.0,0.0,0.05,,,2.0
14026,BlowOut,XB,2003.0,Shooter,Zoo Digital Publishing,2003-11-01,Terminal Reality,5.5,6.8,,0.04,0.01,0.0,0.0,0.05,,,11.0
14027,McDROID,PSP,2011.0,Strategy,Namco Bandai Games,0000-01-00,,,,,0.0,0.0,0.05,0.0,0.05,,,1.0
14028,GachiTora! Abarenbou Kyoushi in High School,PSP,2011.0,Action,Spike,0000-01-00,,,,,0.0,0.0,0.05,0.0,0.05,,,1.0
14029,WTA Tour Tennis,PS2,2001.0,Sports,Konami Digital Entertainment,2002-03-01,Konami,4.5,8.0,1.0,0.03,0.02,0.0,0.01,0.05,WTA,,3.0
14030,Bottom of the 9th '99,PS,1998.0,Sports,Konami Digital Entertainment,0000-01-00,KCEO,,,,0.03,0.02,0.0,0.0,0.05,Bottom Of The 9th,,1.0
14031,Dynasty Warriors 5,XB,2005.0,Action,Tecmo Koei,2005-09-01,Omega Force,6.8,7.8,13.0,0.04,0.01,0.0,0.0,0.05,Dynasty Warriors,,9.0
14032,Reader Rabbit 2nd Grade,Wii,,Misc,Unknown,2010-05-01,Graffiti Entertainment,,,,0.05,0.0,0.0,0.0,0.05,Reader Rabbit,,5.0
14033,Famicom Mini: Dig Dug,GBA,2004.0,Puzzle,Namco Bandai Games,0000-01-00,Namco,,4.8,13.0,0.0,0.0,0.05,0.0,0.05,,,1.0
14034,FIFA Soccer 2003,GBA,2002.0,Sports,Electronic Arts,2002-11-01,Exient Entertainment,7.3,6.3,14.0,0.04,0.01,0.0,0.0,0.05,FIFA EA Sports,,11.0
14035,Naval Ops: Commander,PS2,2004.0,Simulation,Tecmo Koei,2004-03-01,Micro Cabin,6.5,,,0.03,0.02,0.0,0.01,0.05,Naval Ops,,3.0
14036,Adventure Time: Finn & Jake Investigations,WiiU,2015.0,Action,Little Orbit,2015-10-01,Vicious Cycle,,6.9,,0.03,0.02,0.0,0.0,0.05,,,10.0
14037,Defendin' De Penguin,Wii,2008.0,Strategy,Zushi Games,2008-09-01,Crave,6.7,8.2,,0.05,0.0,0.0,0.0,0.05,,,9.0
14038,Bleach: Blade Battlers,PS2,2006.0,Fighting,Sony Computer Entertainment,0000-01-00,,,6.0,2.0,0.0,0.0,0.05,0.0,0.05,Bleach,,1.0
14039,Rez,PS2,2001.0,Shooter,Sony Computer Entertainment,2002-01-01,UGA,6.4,8.25,97.0,0.03,0.02,0.0,0.01,0.05,,,1.0
14040,Goosebumps: The Game,3DS,2015.0,Adventure,WayForward Technologies,2015-10-01,WayForward,,6.2,,0.05,0.0,0.0,0.01,0.05,Chair de poule,,10.0
14041,MLB SlugFest 2006,XB,2006.0,Sports,Midway Games,2006-06-01,Blue Shift,5.9,,,0.04,0.01,0.0,0.0,0.05,MLB Slugfest,,6.0
14042,Rockin' Pretty,DS,2009.0,Misc,Arc System Works,2009-07-01,Arc System Works,,,,0.05,0.0,0.0,0.0,0.05,,,7.0
14043,Jake Power: Policeman,DS,2008.0,Adventure,Ubisoft,2009-02-01,Ubisoft,,,,0.05,0.0,0.0,0.0,0.05,,,2.0
14044,Samurai Warriors 4-II,PSV,2015.0,Action,Tecmo Koei,2015-10-01,Omega Force,6.5,6.0,1.0,0.0,0.0,0.05,0.0,0.05,Samurai Warriors,,10.0
14045,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006.0,Misc,Sega,0000-01-00,,,,,0.0,0.0,0.05,0.0,0.05,,,1.0
14046,UEFA Euro 2004: Portugal,XB,2004.0,Sports,Electronic Arts,2004-05-01,EA Canada,7.2,6.9,1.0,0.04,0.01,0.0,0.0,0.05,FIFA EA Sports,,5.0
14048,Lufia: The Ruins of Lore,GBA,2002.0,Role-Playing,Taito,2003-05-01,Taito Corporation,7.6,7.55,1.0,0.04,0.01,0.0,0.0,0.05,Lufia,,5.0
14049,Major Minor's Majestic March,Wii,2009.0,Misc,Majesco Entertainment,2009-04-01,NanaOn-Sha,4.6,,,0.05,0.0,0.0,0.0,0.05,,,4.0
14050,Shaman King: Soul Fight,GC,2003.0,Platform,Namco Bandai Games,0000-01-00,Bandai,,5.0,1.0,0.0,0.0,0.05,0.0,0.05,,,1.0
14051,Samurai Deeper Kyo,PS,2002.0,Fighting,Namco Bandai Games,0000-01-00,,,5.0,1.0,0.0,0.0,0.05,0.0,0.05,Samurai Deeper Kyo,,1.0
