,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_noteUsers,GK_nbAvis,GK_noteGK,GK_licence,GK_dateTestGK,GK_distributeur,GK_developpeur,GK_frenchName,Name_alphanum,JV_Name,JV_plateforms,JV_reviews,JV_launch_year,JV_launch_date,JV_journalist_rate,JV_players_rates,JV_Name_alphanum
15271,"Blast Works: Build, Trade, Destroy",Wii,2008.0,Shooter,Eidos Interactive,0.09,0.0,0.0,0.01,0.1,6.0,2.0,,,,,Budcat Creations,,blastworksbuildtradedestroy,,,,,,,,
15273,Resident Evil: Revelations 2,XOne,2015.0,Action,Capcom,0.07,0.02,0.0,0.01,0.1,6.4,57.0,3,Resident Evil ,,,,Resident Evil Revelations 2,residentevilrevelations2,Resident Evil : Revelations 2,XOne,15 avis,2015,2015-02-01,7.5,7.7,residentevilrevelations2
15274,Major League Baseball 2K11,DS,2011.0,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,8.0,7.0,,Major League Baseball 2K ,,,Visual Concepts,,majorleaguebaseball2k11,,,,,,,,
15275,Shining Force EXA,PS2,2007.0,Role-Playing,Sega,0.0,0.0,0.1,0.0,0.1,,,,,,,,Shining Force EXA,shiningforceexa,,,,,,,,
15276,Virtual Pro Wrestling,PS,1996.0,Fighting,Asmik Ace Entertainment,0.0,0.0,0.09,0.01,0.1,,,,Virtual Pro Wrestling ,,,syn Sophia,,virtualprowrestling,,,,,,,,
15277,Wasteland 2,PC,2015.0,Role-Playing,inXile Entertainment,0.02,0.06,0.0,0.01,0.1,7.3,38.0,7.0,Wasteland,2014-09-22,Deep Silver,InXile Entertainment,Wasteland 2,wasteland2,Wasteland 2,PC,103 avis,2014,2014-09-01,8.5,0.0,wasteland2
15278,Shadow Tower,PS,1998.0,Role-Playing,From Software,0.01,0.01,0.07,0.01,0.1,,,,Shadow Tower ,,,FromSoftware,,shadowtower,,,,,,,,
15279,Luminous Arc 2 (JP sales),DS,,Role-Playing,Unknown,0.0,0.0,0.1,0.0,0.1,,,,,,,,,luminousarc2jpsales,,,,,,,,
15280,Ninja Reflex,DS,2008.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,0.0,0.0,3.5,,2008-03-18,,Sanzaru Games,Ninja Reflex,ninjareflex,Ninja Reflex,DS,6 avis,2008,2008-03-01,3.5,5.1,ninjareflex
15281,Dragon Ball: Evolution,PSP,2009.0,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,0.0,0.0,3.0,Dragon Ball,2009-04-17,Digital Bros.,,Dragon Ball : Evolution,dragonballevolution,,,,,,,,
15282,Dragon Ball: Evolution,PSP,2009.0,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,0.0,0.0,3.0,Dragon Ball,2009-04-17,Digital Bros.,,Dragon Ball: Evolution,dragonballevolution,,,,,,,,
15283,Red Bull BC One,DS,2008.0,Misc,Playlogic Game Factory,0.09,0.0,0.0,0.01,0.1,,,,Red Bull ,,,Smackdown Productions,,redbullbcone,,,,,,,,
15286,Heatseeker,Wii,2007.0,Action,Codemasters,0.08,0.0,0.0,0.01,0.1,4.8,4.0,5.0,,2007-04-12,,Transmission Games,Heatseeker,heatseeker,Heatseeker,Wii,24 avis,2007,2007-03-01,6.5,7.75,heatseeker
15287,Watchmen: The End is Nigh Part 1 & 2,X360,2009.0,Action,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,3.3,3.0,,The Watchmen ,,,Deadline Games,,watchmentheendisnighpart12,,,,,,,,
15289,Ford Racing 3,DS,2005.0,Racing,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1,4.0,1.0,4.0,Ford Racing,2005-01-31,,Razorworks,Ford Racing 3,fordracing3,Ford Racing 3,DS,6 avis,2005,2005-01-01,5.5,4.5,fordracing3
15290,Ice Age 2: The Meltdown,XB,2006.0,Platform,Vivendi Games,0.07,0.02,0.0,0.0,0.1,6.3,3.0,,"""L'Age de glace """,,Vivendi Games,Eurocom,,iceage2themeltdown,,,,,,,,
15291,Guilty Gear Isuka,PS2,2004.0,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,5.7,3.0,4.0,Guilty Gear,2005-07-04,Codemasters,Arc System Works,Guilty Gear Isuka,guiltygearisuka,Guilty Gear Isuka,PS2,12 avis,2005,2005-07-01,6.5,7.25,guiltygearisuka
15292,MySims SkyHeroes,X360,2010.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,5.7,3.0,4.25,Sim,2010-10-06,,Behaviour Interactive,MySims SkyHeroes,mysimsskyheroes,MySims SkyHeroes,X360,11 avis,2010,2010-09-01,7.0,5.45,mysimsskyheroes
15293,NASCAR Unleashed,PS3,2011.0,Racing,Activision,0.09,0.0,0.0,0.01,0.1,,,,Nascar (Activision) ,,,Firebrand Games,,nascarunleashed,,,,,,,,
15294,Shadow Master,PS,1997.0,Adventure,Psygnosis,0.05,0.04,0.0,0.01,0.1,4.0,1.0,,,,,Hammerhead,,shadowmaster,,,,,,,,
15295,Global Touring Challenge: Africa,PS2,2001.0,Racing,Rage Software,0.05,0.04,0.0,0.01,0.1,9.0,1.0,6,,,,Rage Software,,globaltouringchallengeafrica,,,,,,,,
15296,Jikkyou Powerful Pro Yakyuu 2013,PSV,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,,Konami,,jikkyoupowerfulproyakyuu2013,,,,,,,,
15297,Dead or Alive 5,PSV,2013.0,Fighting,Tecmo Koei,0.0,0.05,0.03,0.02,0.1,7.1,79.0,7.0,Dead or Alive,2012-09-28,,Team Ninja,Dead or Alive 5,deadoralive5,,,,,,,,
15298,Tokimeki Memorial: Taisen Pazurudama,PS,1996.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.09,0.01,0.1,,,,Tokimeki Memorial ,,,Konami,,tokimekimemorialtaisenpazurudama,,,,,,,,
15299,InuYasha: Secret of the Divine Jewel,DS,2007.0,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,,,,Inuyasha ,,,,Inuyasha : Secret of the Divine Jewel,inuyashasecretofthedivinejewel,,,,,,,,
15300,MotoGP 2,XB,2003.0,Racing,THQ,0.07,0.02,0.0,0.0,0.1,6.0,3.0,8,MotoGP ,,,Namco,,motogp2,,,,,,,,
15301,Pro Yakyuu Famista DS,DS,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,,Bandai Namco Games,,proyakyuufamistads,,,,,,,,
15302,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,2002.0,Fighting,Banpresto,0.05,0.02,0.03,0.0,0.1,,,,Muscleman ,,,Banpresto,,ultimatemusclethekinnikumanlegacythepathofthesuperhero,,,,,,,,
15303,BIT.TRIP COMPLETE,Wii,2011.0,Misc,Rising Star Games,0.06,0.02,0.0,0.01,0.1,7.1,8.0,6,Bit.Trip ,,,Choice Provisions,,bittripcomplete,,,,,,,,
15304,EyeCreate,PS3,2007.0,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02,0.1,,,,,,,,Eye Create,eyecreate,,,,,,,,
15306,Skylanders: Spyro's Adventure,PC,2011.0,Action,Activision,0.05,0.03,0.0,0.01,0.1,6.3,12.0,,,,,Toys for Bob,,skylandersspyrosadventure,Skylanders : Spyro's Adventure,PC,20 avis,2011,2011-10-01,7.5,0.0,skylandersspyrosadventure
15307,Paws & Claws: Pet Vet,Wii,2009.0,Simulation,THQ,0.09,0.0,0.0,0.01,0.1,,,,Paws & Claws ,,,,Paws & Claws : Pet Vet,pawsclawspetvet,,,,,,,,
15308,Touch Mechanic,DS,2008.0,Simulation,Nintendo,0.09,0.0,0.0,0.01,0.1,7.0,1.0,5.0,,2008-08-29,SdLL,Kando Games,Touch Mechanic,touchmechanic,,,,,,,,
15309,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012.0,Adventure,Gust,0.0,0.0,0.1,0.0,0.1,8.0,1.0,,Ciel nosurge ,,,Gust,,cielnosurgeushinawaretahoshiesasaguuta,,,,,,,,
15310,Ar tonelico: Melody of Elemia,PS2,2006.0,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1,6.7,20.0,6.0,Ar tonelico,2007-08-07,505 Games,Gust,Ar tonelico : Melody of Elemia,artonelicomelodyofelemia,,,,,,,,
15311,Ar tonelico: Melody of Elemia,PS2,2006.0,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1,6.7,20.0,6.0,Ar tonelico,2007-08-07,505 Games,Gust,Ar tonelico: Melody of Elemia,artonelicomelodyofelemia,,,,,,,,
15312,Man vs. Wild,X360,2011.0,Action,Crave Entertainment,0.09,0.0,0.0,0.01,0.1,4.5,2.0,,,,,Scientifically Proven,,manvswild,Man vs. Wild,X360,3 avis,nnue,,3.0,5.5,manvswild
15313,Sol Trigger,PSP,2012.0,Role-Playing,Image Epoch,0.0,0.0,0.1,0.0,0.1,7.4,5.0,,,,,imageepoch,,soltrigger,,,,,,,,
15314,Pony Friends 2,Wii,2009.0,Simulation,Eidos Interactive,0.04,0.05,0.0,0.01,0.1,,,,Pony Friends ,,,Tantalus Media,,ponyfriends2,,,,,,,,
15315,Castlevania Double Pack,GBA,2006.0,Platform,Konami Digital Entertainment,0.07,0.03,0.0,0.0,0.1,8.3,15.0,,Castlevania ,,Konami,KCET,,castlevaniadoublepack,,,,,,,,
15316,Ballistic: Ecks vs. Sever,GBA,2002.0,Shooter,BAM! Entertainment,0.07,0.03,0.0,0.0,0.1,4.0,1.0,8,Ecks vs Sever ,,,Crawfish Interactive,,ballisticecksvssever,,,,,,,,
15317,Jikkyou Powerful Pro Yakyuu 11,GC,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.1,,,,,,,Konami,,jikkyoupowerfulproyakyuu11,,,,,,,,
15318,Steel Battalion,XB,2002.0,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0.0,0.1,7.9,14.0,6.0,Steel Battalion,2003-06-20,,Capcom,Steel Battalion,steelbattalion,,,,,,,,
15319,The Daring Game for Girls,Wii,,Adventure,Unknown,0.09,0.0,0.0,0.01,0.1,,,,,,,,The Daring Game for Girls,thedaringgameforgirls,,,,,,,,
15320,Glory Days 2,DS,2007.0,Strategy,Ghostlight,0.08,0.0,0.0,0.01,0.1,7.0,2.0,6.0,Glory Days,2007-10-11,Digital Bros.,ODENIS Studio,Glory Days 2,glorydays2,,,,,,,,
15321,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,2009.0,Action,Blast! Entertainment Ltd,0.09,0.0,0.0,0.01,0.1,,,,,,,,,johnnybravointhehukkamegamightyultraextremedateorama,,,,,,,,
15322,Street Fighter Collection,PS,1997.0,Fighting,Capcom,0.0,0.0,0.09,0.01,0.1,6.9,15.0,6,Street Fighter ,,,Digital Eclipse,,streetfightercollection,,,,,,,,
15323,thinkSMART,DS,2010.0,Misc,Conspiracy Entertainment,0.09,0.0,0.0,0.01,0.1,,,,,,,,,thinksmart,,,,,,,,
15324,Digimon Story: Super Xros Wars Blue/Red,DS,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,,,,digimonstorysuperxroswarsbluered,,,,,,,,
15325,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,,,,tennisnoojisamamottogakuensainooujisamamoresweetedition,,,,,,,,
15326,Mind Quiz,PSP,2006.0,Action,Ubisoft,0.08,0.01,0.0,0.01,0.1,,,,,,Ubisoft,Sega,,mindquiz,Mind Quiz,PSP,9 avis,2006,2006-11-01,6.5,8.35,mindquiz
15327,Populous DS,DS,2008.0,Strategy,Rising Star Games,0.07,0.0,0.02,0.01,0.1,0.0,0.0,5.0,Populous,2009-03-23,Rising Star Games,Electronic Arts,Populous DS,populousds,,,,,,,,
15328,Who Wants to Be A Millionaire?,X360,2011.0,Misc,Ubisoft,0.09,0.0,0.0,0.01,0.1,3.0,1.0,,,,,Hypnotix,,whowantstobeamillionaire,,,,,,,,
15329,Bladestorm: The Hundred Years' War,X360,2007.0,Action,Tecmo Koei,0.08,0.01,0.0,0.01,0.1,7.0,2.0,4,Bladestorm ,,KOCH Media France,Omega Force,,bladestormthehundredyearswar,,,,,,,,
15330,Cartoon Network: Punch Time Explosion,3DS,2011.0,Fighting,Deep Silver,0.07,0.02,0.0,0.01,0.1,,,4,Cartoon Network ,,Koch Media,Papaya Studio,,cartoonnetworkpunchtimeexplosion,,,,,,,,
15331,Imagine: Reporter,DS,2010.0,Simulation,Ubisoft,0.08,0.01,0.0,0.01,0.1,,,,,,,,,imaginereporter,,,,,,,,
15332,Disney Planes Fire & Rescue,3DS,2014.0,Action,Disney Interactive Studios,0.01,0.08,0.0,0.01,0.1,,,,Planes ,,Bandai Namco Games,,Planes : Fire & Rescue,disneyplanesfirerescue,,,,,,,,
15333,MX SuperFly featuring Ricky Carmichael,XB,2002.0,Racing,THQ,0.07,0.02,0.0,0.0,0.1,4.5,2.0,,Championship Motocross ,,,Pacific Coast Power & Light Co.,,mxsuperflyfeaturingrickycarmichael,,,,,,,,
15334,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,,,,gokuhoumechamoteiinchoummtowndemiraclechange,,,,,,,,
15335,Natural Doctrine,PS4,2014.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,6.3,4.0,,,,,Kadokawa Game Studio,,naturaldoctrine,Natural Doctrine,PS4,2 avis,2014,2014-10-01,6.5,6.75,naturaldoctrine
15336,SNK vs. Capcom Card Fighters DS,DS,2006.0,Strategy,Ignition Entertainment,0.09,0.0,0.0,0.01,0.1,7.0,1.0,,Capcom vs SNK ,,Atari,SNK Playmore,,snkvscapcomcardfightersds,,,,,,,,
15337,Mystery Stories: Curse of the Ancient Spirits,DS,2011.0,Adventure,GSP,0.05,0.04,0.0,0.01,0.1,7.5,46.0,7,Professeur Layton ,,,Level-5,,mysterystoriescurseoftheancientspirits,,,,,,,,
15338,Kuroko's Basketball: Miracle Game,3DS,2014.0,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,5,,,,,,kurokosbasketballmiraclegame,,,,,,,,
15339,Minority Report: Everybody Runs,XB,2002.0,Action,Activision,0.07,0.02,0.0,0.0,0.1,7.5,2.0,3,,,,Treyarch,,minorityreporteverybodyruns,,,,,,,,
15340,MindJack,X360,2011.0,Shooter,Square Enix,0.07,0.02,0.0,0.01,0.1,5.5,4.0,2,,,,Feelplus,,mindjack,Mindjack,X360,17 avis,2011,2011-01-01,4.5,5.6,mindjack
15341,ReCore,XOne,2016.0,Action,Microsoft Game Studios,0.06,0.03,0.0,0.01,0.1,6.2,13.0,4.0,,2016-09-15,,Armature Studio,ReCore,recore,ReCore,XOne,68 avis,2016,2016-09-01,7.0,7.85,recore
15342,NASCAR,PSP,2006.0,Racing,Electronic Arts,0.09,0.0,0.0,0.01,0.1,,,5,,,,,,nascar,,,,,,,,
15344,Halo 2,PC,2007.0,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.1,7.7,158.0,6.0,Halo,2004-11-10,,Bungie,Halo 2,halo2,Halo 2,PC,163 avis,2004,2004-11-01,9.0,7.9,halo2
15345,Shox,PS2,2002.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.09,8.0,1.0,7.0,,2002-10-25,,Electronic Arts,Shox,shox,,,,,,,,
15346,Unou no Tatsujin: Soukai! Machigai Museum 2,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,,,,,,,,,unounotatsujinsoukaimachigaimuseum2,,,,,,,,
15347,Playboy: The Mansion,XB,2005.0,Simulation,Ubisoft,0.07,0.02,0.0,0.0,0.09,0.0,0.0,2.0,Playboy : The Mansion,2005-03-07,Ubisoft,Cyberlore Studios,Playboy : The Mansion,playboythemansion,,,,,,,,
15348,Playboy: The Mansion,XB,2005.0,Simulation,Ubisoft,0.07,0.02,0.0,0.0,0.09,0.0,0.0,2.0,Playboy : The Mansion,2005-03-07,Ubisoft,Cyberlore Studios,Playboy: The Mansion,playboythemansion,,,,,,,,
15349,The X-Factor,X360,2010.0,Misc,Deep Silver,0.0,0.08,0.0,0.01,0.09,1.0,1.0,,,,Koch Media,Hydravision,,thexfactor,,,,,,,,
15350,Gundam Breaker,PSV,2013.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,3.5,4.0,,Mobile Suit Gundam ,,,Bandai Namco Games,,gundambreaker,,,,,,,,
15351,Neo Atlas,PS,1998.0,Strategy,ArtDink,0.0,0.0,0.09,0.01,0.09,,,,Atlas ,,,,Neo Atlas III,neoatlas,,,,,,,,
15352,Jaws: Ultimate Predator,Wii,2011.0,Action,Majesco Entertainment,0.09,0.0,0.0,0.01,0.09,,,,Les Dents de la mer ,,,n-Space,,jawsultimatepredator,,,,,,,,
15353,Disney's Aladdin in Nasira's Revenge,PS,2000.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,6.0,2.0,6,Aladdin ,,,Argonaut Games,,disneysaladdininnasirasrevenge,,,,,,,,
15354,Kiniro no Corda 3,PSP,2010.0,Adventure,Tecmo Koei,0.0,0.0,0.09,0.0,0.09,,,,"""La corda d'oro """,,,,La corda d'oro 3,kinironocorda3,,,,,,,,
15355,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,2005.0,Adventure,Activision,0.07,0.02,0.0,0.0,0.09,,,,SeaWorld ,,,,SeaWorld : Shamu's Deep Sea Adventures,seaworldadventureparksshamusdeepseaadventure,,,,,,,,
15356,Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,,,,Taiko no Tatsujin ,,,,Taiko no Tatsujin Mystery Adventure,taikonotatsujindondonmysteryadventure,,,,,,,,
15357,Winning Post 6,PS2,2003.0,Sports,Tecmo Koei,0.0,0.0,0.09,0.0,0.09,,,,Winning Post ,,,Koei,,winningpost6,,,,,,,,
15358,Egg Monster Hero,DS,,Role-Playing,Square Enix,0.0,0.0,0.09,0.0,0.09,,,6,Hanjuku Eiyû ,,,,Egg Monster Heroes,eggmonsterhero,,,,,,,,
15359,Rock Band Country Track Pack 2,Wii,2011.0,Misc,MTV Games,0.09,0.0,0.0,0.01,0.09,,,,Rock Band ,,,Harmonix Music Systems,,rockbandcountrytrackpack2,,,,,,,,
15360,Darkest of Days,X360,2009.0,Shooter,Phantom EFX,0.09,0.0,0.0,0.01,0.09,6.0,1.0,,,,,8Monkey Labs,,darkestofdays,Darkest of Days,X360,2 avis,2010,2010-07-01,5.0,7.5,darkestofdays
15361,Whacked!,XB,2002.0,Misc,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09,,,7,,,,Presto Studios,,whacked,,,,,,,,
15362,Ghostbusters: The Video Game (DS Version),PC,2010.0,Action,Take-Two Interactive,0.0,0.08,0.0,0.02,0.09,6.7,39.0,6,Ghostbusters ,,Atari,Terminal Reality,,ghostbustersthevideogamedsversion,,,,,,,,
15363,Barnyard,PS2,2006.0,Action,THQ,0.05,0.04,0.0,0.01,0.09,,,,,,,Sanuk Games,,barnyard,,,,,,,,
15364,Big League Sports: Summer,Wii,2009.0,Sports,Activision,0.09,0.0,0.0,0.01,0.09,,,,Big League Sports ,,,,,bigleaguesportssummer,,,,,,,,
15365,Angry Birds: Rio,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.07,0.0,0.02,0.09,7.0,5.0,,,,,Rovio,,angrybirdsrio,,,,,,,,
15366,Dance on Broadway,PS3,2011.0,Misc,Ubisoft,0.05,0.03,0.0,0.01,0.09,,,,,,,Longtail Studios,,danceonbroadway,,,,,,,,
15367,Risen 3: Titan Lords,PC,2014.0,Role-Playing,Deep Silver,0.0,0.08,0.0,0.01,0.09,6.4,7.0,5.0,Risen,2014-08-19,,Piranha Bytes,Risen 3 : Titan Lords,risen3titanlords,Risen 3 : Titan Lords,PC,60 avis,2014,2014-08-01,7.0,0.0,risen3titanlords
15368,Risen 3: Titan Lords,PC,2014.0,Role-Playing,Deep Silver,0.0,0.08,0.0,0.01,0.09,6.4,7.0,5.0,Risen,2014-08-19,,Piranha Bytes,Risen 3: Titan Lords,risen3titanlords,Risen 3 : Titan Lords,PC,60 avis,2014,2014-08-01,7.0,0.0,risen3titanlords
15369,Dungeons,PC,2011.0,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09,3.5,4.0,5.0,Dungeons,2011-02-16,,Realmforge Studios,Dungeons 3,dungeons,,,,,,,,
15370,Dungeons,PC,2011.0,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09,3.5,4.0,5.0,Dungeons,2011-02-16,,Realmforge Studios,Dungeons,dungeons,,,,,,,,
15371,Pac-Man World 3,GC,2005.0,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,,,,Pac-Man ,,Electronic Arts,Blitz Games,Pac-Man World 3,pacmanworld3,,,,,,,,
15372,SingStar Apres-Ski Party 2,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.07,0.0,0.02,0.09,,,,SingStar ,,,Team Soho,,singstarapresskiparty2,,,,,,,,
15373,Raven Squad: Operation Hidden Dagger,X360,2009.0,Shooter,Evolved Games,0.08,0.01,0.0,0.01,0.09,0.0,0.0,2.0,,2009-10-12,Southpeak Interactive,Atomic Motion,Raven Squad : Operation Hidden Dagger,ravensquadoperationhiddendagger,,,,,,,,
15374,Raven Squad: Operation Hidden Dagger,X360,2009.0,Shooter,Evolved Games,0.08,0.01,0.0,0.01,0.09,0.0,0.0,2.0,,2009-10-12,Southpeak Interactive,Atomic Motion,Raven Squad: Operation Hidden Dagger,ravensquadoperationhiddendagger,,,,,,,,
15375,Rocky,GC,2002.0,Fighting,Rage Software,0.07,0.02,0.0,0.0,0.09,,,,Rocky ,,KOCH Media France,Rage Software,Rocky,rocky,,,,,,,,
15376,Gundam Breaker 3,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,6.8,5.0,,Mobile Suit Gundam ,,,Crafts & Meister,,gundambreaker3,,,,,,,,
15377,Crash 'N' Burn,XB,2004.0,Racing,Eidos Interactive,0.07,0.02,0.0,0.0,0.09,6.0,1.0,4,,,,Climax Studios (UK),,crashnburn,,,,,,,,
15378,Medieval II: Total War,PC,2006.0,Strategy,Sega,0.0,0.08,0.0,0.02,0.09,7.8,31.0,8.0,Total War,2006-11-16,,Sega Studios Australia,Medieval II : Total War,medievaliitotalwar,,,,,,,,
15379,Medieval II: Total War,PC,2006.0,Strategy,Sega,0.0,0.08,0.0,0.02,0.09,7.8,31.0,8.0,Total War,2006-11-16,,Sega Studios Australia,Medieval II: Total War,medievaliitotalwar,,,,,,,,
15380,NFL Blitz 20-02,XB,2002.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09,,,,NFL Blitz ,,,,NFL Blitz 2002,nflblitz2002,,,,,,,,
15381,Metal Fight Beyblade,DS,2009.0,Action,Hudson Soft,0.0,0.0,0.09,0.0,0.09,,,,Beyblade ,,,,Metal Fight Beyblade,metalfightbeyblade,,,,,,,,
15382,Robots,XB,2005.0,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.09,2.0,1.0,2.0,,2005-04-13,,Griptonite Games,Robots,robots,,,,,,,,
15384,Speed Kings,PS2,2003.0,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09,6.6,5.0,5.0,,2003-06-05,,,Speed Kings,speedkings,Speed Kings,PS2,9 avis,2003,2003-07-01,5.0,6.5,speedkings
15385,Monopoly Collection,Wii,2011.0,Misc,Electronic Arts,0.02,0.07,0.0,0.01,0.09,,,,Monopoly ,,,,Monopoly Collection,monopolycollection,,,,,,,,
15386,The King of Fighters XIV,PS4,2016.0,Fighting,Deep Silver,0.04,0.01,0.03,0.01,0.09,7.3,19.0,,The King of Fighters,2016-08-22,,SNK Playmore,The King of Fighters XIV,thekingoffightersxiv,The King of Fighters XIV,PS4,46 avis,2016,2016-08-01,8.0,7.6,thekingoffightersxiv
15387,Langrisser V: The End of Legend,SAT,1998.0,Strategy,NCS,0.0,0.0,0.09,0.0,0.09,,,,Langrisser ,,,NCS Masaya,,langrisservtheendoflegend,,,,,,,,
15388,FIFA Street 3,DS,2008.0,Sports,Electronic Arts,0.07,0.02,0.0,0.01,0.09,5.6,7.0,3.6666666666666665,FIFA EA Sports,2008-03-06,,EA Canada,FIFA Street 3,fifastreet3,FIFA Street 3,DS,21 avis,2008,2008-02-01,8.0,6.3,fifastreet3
15389,PhotoKano,PSP,2012.0,Adventure,Kadokawa Shoten,0.0,0.0,0.09,0.0,0.09,,,,Photo Kano ,,,,Photo Kano,photokano,,,,,,,,
15390,Ouchi Mainichi Tamagotchi,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,,,,Tamagotchi ,,,,Ouchi Mainichi Tamagotchi,ouchimainichitamagotchi,,,,,,,,
15391,Fresh PreCure! Asobi Collection,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,,,,Pretty Cure ,,,,Fresh Pretty Cure : Asobi Collection,freshprecureasobicollection,,,,,,,,
15392,Populous: The Beginning,PS,1998.0,Strategy,Electronic Arts,0.05,0.04,0.0,0.01,0.09,7.0,13.0,,Populous ,,,Bullfrog Productions,,populousthebeginning,,,,,,,,
15393,Rygar: The Battle of Argus,Wii,2008.0,Action,Rising Star Games,0.09,0.0,0.0,0.01,0.09,6.0,1.0,,Rygar ,,Atari,Tecmo,,rygarthebattleofargus,,,,,,,,
15394,Chess,PS,2001.0,Strategy,Success,0.05,0.04,0.0,0.01,0.09,7.0,1.0,,Simple 2000 Honkaku Shikou Series ,,Codemasters,,Master Chess,chess,,,,,,,,
15395,Rosco McQueen: Firefighter Extreme,PS,1997.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,3.5,2.0,,,,,Slippery Snake,,roscomcqueenfirefighterextreme,,,,,,,,
15396,Terranigma,SNES,1995.0,Role-Playing,Nintendo,0.0,0.0,0.09,0.0,0.09,7.8,22.0,,,,Nintendo,Quintet,,terranigma,,,,,,,,
15397,PAC-MAN and the Ghostly Adventures,3DS,2013.0,Platform,Namco Bandai Games,0.05,0.04,0.0,0.01,0.09,5.0,1.0,,Pac-Man ,,,Bandai Namco Games,,pacmanandtheghostlyadventures,,,,,,,,
15398,The Voice,WiiU,2014.0,Action,Activision,0.08,0.0,0.0,0.01,0.09,,,,,,,Bigben Interactive,,thevoice,,,,,,,,
15399,Forever Kingdom,PS2,2001.0,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,,,,,,,,,foreverkingdom,,,,,,,,
15400,Blitz: Overtime,PSP,2006.0,Sports,Midway Games,0.09,0.0,0.0,0.01,0.09,,,,,,,,,blitzovertime,,,,,,,,
15401,Cabela's North American Adventures,PSP,2010.0,Sports,Activision,0.08,0.0,0.0,0.01,0.09,,,,"""Cabela's """,,,,Cabela's North American Adventures,cabelasnorthamericanadventures,,,,,,,,
15402,Altered Beast: Guardian of the Realms,GBA,2002.0,Action,THQ,0.07,0.02,0.0,0.0,0.09,,,,Altered Beast ,,,Sega,,alteredbeastguardianoftherealms,,,,,,,,
15403,Field & Stream: Total Outdoorsman Challenge,X360,2010.0,Sports,505 Games,0.09,0.0,0.0,0.01,0.09,,,,,,,,,fieldstreamtotaloutdoorsmanchallenge,,,,,,,,
