,Name,Platform,Year,Genre,Publisher,Studio,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_licence,Mois,Date_Sortie,RM_Publisher,RM_Publisher_score,RM_Publisher_rate,RM_Publisher_reviews,RM_Studio,RM_Studio_score,RM_Studio_rate,RM_Studio_reviews,RM_Licence,RM_Licence_score,RM_Licence_rate,RM_Licence_reviews,is_serie,is_top_serie,is_top_studio,is_e3,is_launch_plateform_associated
12962,Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,Sega AM2,0.03,0.02,0.0,0.01,0.05,Ferrari F355 Challenge,9,2002-09-01,0.23,6.2,5.9,33.0,1.81,8.8,8.07,33.0,1.81,8.8,8.07,33.0,0,0,1,1,0
12963,MorphX,X360,2010,Shooter,505 Games,Buka Entertainment,0.05,0.0,0.0,0.0,0.05,MorphX,9,2010-09-01,0.19,4.07,7.75,1.0,0.19,4.07,7.75,1.0,0.19,4.07,7.75,1.0,0,0,0,0,0
12964,Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,Experience Inc.,0.02,0.02,0.0,0.01,0.05,Stranger of Sword City,3,2015-03-01,0.03,7.0,7.0,3.0,0.2,7.0,7.85,16.0,0.2,7.0,7.85,16.0,0,0,0,0,0
12965,Air Traffic Chaos,DS,2007,Simulation,Ertain,Sonic Powered,0.05,0.0,0.0,0.0,0.05,Air Traffic Chaos,9,2007-09-01,0.0,0.0,0.0,0.0,0.05,0.0,7.0,0.0,0.05,0.0,7.0,0.0,0,0,0,0,0
12966,Battleship / Connect Four / Sorry! / Trouble,DS,2006,Puzzle,"Destination Software, Inc",Gravity,0.05,0.0,0.0,0.0,0.05,Battleship / Connect Four / Sorry! / Trouble,1,2006-01-01,0.03,7.76,7.43,27.5,0.03,7.76,7.43,27.5,0.03,7.76,7.43,27.5,0,0,0,0,0
12967,Prism: Light the Way,DS,2007,Puzzle,Eidos Interactive,Game Sauce,0.05,0.0,0.0,0.0,0.05,Prism: Light the Way,9,2007-09-01,1.15,8.1,7.75,81.5,1.15,8.1,7.75,81.5,1.15,8.1,7.75,81.5,0,0,0,0,0
12968,Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998,Action,Swing! Entertainment,Tiny Toon Adventures: Toonenstein - Dare to Scare,0.03,0.02,0.0,0.0,0.05,Tiny Toon Adventures: Toonenstein - Dare to Scare,1,1998-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
12969,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,Hudson Soft,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,0.0,0.0,0.05,0.0,0.05,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,1,2010-01-01,0.07,,,,0.07,,,,0.07,,,,0,0,0,0,0
12970,Shifters,PS2,2002,Adventure,3DO,3DO,0.03,0.02,0.0,0.01,0.05,Shifters,6,2002-06-01,0.07,2.7,3.8,,0.07,2.7,3.8,,0.07,2.7,3.8,,0,0,0,0,0
12971,RPG Tsukuru DS,DS,2010,Role-Playing,Enterbrain,RPG Maker,0.0,0.0,0.05,0.0,0.05,RPG Maker,1,2010-01-01,0.13,5.0,8.5,,0.13,5.0,8.5,,0.13,6.5,8.5,,0,0,0,0,0
12972,WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,Kylotonn Entertainment,0.0,0.04,0.0,0.01,0.05,WRC,1,2015-01-01,0.12,5.3,5.3,3.0,0.12,5.3,5.3,3.0,0.12,5.3,5.3,3.0,0,0,0,0,0
12973,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,Sandlot,0.02,0.02,0.0,0.01,0.05,Force de DǸfense Terrestre,12,2015-12-01,0.19,4.8,6.9,12.0,0.11,7.2,8.2,12.0,0.15,6.8,7.6,12.0,1,0,0,0,0
12974,The BIGS 2,DS,2009,Sports,Take-Two Interactive,Blue Castle Games,0.05,0.0,0.0,0.0,0.05,The BIGS,8,2009-08-01,0.13,8.0,7.9,1.0,0.13,8.0,7.9,1.0,0.13,8.0,7.9,1.0,0,0,0,0,0
12975,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008,Role-Playing,Sega,Neverland,0.0,0.0,0.05,0.0,0.05,Sakura Taisen,1,2008-01-01,0.07,7.4,7.6,11.0,0.56,7.4,7.6,11.0,0.29,7.05,7.6,17.0,0,0,0,0,0
12976,TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,Point of View,0.05,0.0,0.0,0.0,0.05,TNA Impact !,7,2010-07-01,0.02,4.23,6.15,3.0,0.39,4.23,6.15,3.0,0.39,4.23,6.15,3.0,0,0,0,0,0
12977,SpongeBob: HeroPants,PSV,2015,Platform,Activision,SpongeBob: HeroPants,0.03,0.01,0.0,0.01,0.05,SpongeBob: HeroPants,1,2015-01-01,0.23,6.0,5.6,48.0,0.23,6.0,5.6,48.0,0.23,6.0,5.6,48.0,0,0,0,0,0
12978,Lagoon,SNES,1991,Role-Playing,Kemco,Kemco,0.0,0.0,0.05,0.0,0.05,Lagoon,1,1991-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
12979,Nanostray 2,DS,2008,Shooter,Codemasters,Shin'en,0.03,0.01,0.0,0.0,0.05,Nanostray,3,2008-03-01,0.29,3.43,5.0,20.5,0.03,5.8,5.0,20.5,0.06,6.05,6.8,21.0,0,0,0,0,0
12980,Project Setsuna,PSV,2016,Role-Playing,Square Enix,Tokyo RPG Factory,0.0,0.0,0.05,0.0,0.05,Project Setsuna,1,2016-01-01,0.12,8.0,7.6,65.0,0.06,5.0,6.2,14.0,0.06,5.0,6.2,14.0,0,0,0,1,0
12981,Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007,Simulation,Microsoft Game Studios,ACES Studio,0.0,0.04,0.0,0.01,0.05,Flight Simulator,1,2007-01-01,2.05,8.0,7.9,69.0,2.05,8.0,7.9,69.0,0.07,8.4,7.25,3.0,0,0,0,0,0
12982,Trick x Logic: Season 1,PSP,2010,Adventure,Sony Computer Entertainment,ChunSoft,0.0,0.0,0.05,0.0,0.05,Trick x Logic,1,2010-01-01,0.08,5.4,6.0,3.0,1.58,5.4,9.0,3.0,1.58,5.4,9.0,3.0,0,0,0,0,0
12983,Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,High Voltage Software,0.01,0.04,0.0,0.0,0.05,Mortal Kombat,4,2015-04-01,2.7,8.27,7.82,70.5,0.2,6.75,7.5,54.0,2.7,8.27,7.82,70.5,1,1,0,1,0
12984,Mawashite Tsunageru Touch Panic,DS,2006,Puzzle,Nintendo,syn Sophia,0.0,0.0,0.05,0.0,0.05,Mawashite Tsunageru Touch Panic,1,2006-01-01,0.07,5.0,7.0,1.0,0.14,5.0,7.0,1.0,0.14,5.0,7.0,1.0,0,0,0,0,0
12985,Luminous Arc Infinity,PSV,2015,Action,Marvel Entertainment,Marvelous,0.0,0.0,0.05,0.0,0.05,Luminous Arc,1,2015-01-01,0.0,0.0,0.0,0.0,0.36,0.0,6.8,28.0,0.23,7.3,7.5,7.0,1,0,0,0,0
12986,Monster! Bass Fishing,GBA,2003,Sports,Ignition Entertainment,Mahou,0.04,0.01,0.0,0.0,0.05,Monster! Bass Fishing,1,2003-01-01,0.05,,,,0.3,,,,0.3,,,,0,0,0,0,0
12987,Sigma Star Saga,GBA,2005,Role-Playing,Atari,WayForward,0.04,0.01,0.0,0.0,0.05,Sigma Star Saga,8,2005-08-01,0.03,5.6,8.7,2.0,0.11,2.8,3.9,2.0,0.11,2.8,3.9,2.0,0,0,0,0,0
12988,Winning Post 7 2010,PSP,2010,Sports,Tecmo Koei,Winning Post,0.0,0.0,0.05,0.0,0.05,Winning Post,1,2010-01-01,0.07,,,,0.07,,,,0.03,,,,0,0,0,0,0
12989,Assetto Corsa,PS4,2016,Racing,505 Games,Kunos Simulazioni,0.0,0.04,0.0,0.01,0.05,Assetto Corsa,12,2016-12-01,0.12,7.9,7.77,106.5,0.12,7.9,7.77,106.5,0.12,7.9,7.77,106.5,0,0,0,1,0
12990,Batman: Gotham City Racer,PS,2001,Racing,Ubisoft,Ubisoft,0.03,0.02,0.0,0.0,0.05,Batman: Gotham City Racer,1,2001-01-01,0.23,4.0,7.3,16.0,0.3,7.5,8.15,120.0,0.3,7.5,8.15,120.0,0,0,1,0,0
12991,Sengoku Basara X,PS2,2008,Fighting,Capcom,Arc System Works,0.0,0.0,0.05,0.0,0.05,Sengoku Basara,1,2008-01-01,0.09,6.0,6.5,,0.23,6.0,3.3,,0.2,6.0,3.3,,1,0,0,0,0
12992,Plants vs. Zombies,PC,2009,Strategy,PopCap Games,PopCap,0.0,0.04,0.0,0.01,0.05,Plantes contre Zombies,5,2009-05-01,0.34,6.05,10.0,1.0,0.34,6.05,10.0,1.0,0.34,6.05,10.0,1.0,0,0,0,0,1
12993,Top Spin 2,DS,2006,Sports,Take-Two Interactive,Indie Built,0.05,0.0,0.0,0.0,0.05,Top Spin,4,2006-04-01,0.33,7.1,5.7,9.0,0.25,7.0,7.5,9.0,0.1,7.68,7.87,39.0,0,0,0,1,0
12994,Doraemon: Nobita no Kyouryuu 2006 DS,DS,2006,Role-Playing,Sega,Doraemon,0.0,0.0,0.05,0.0,0.05,Doraemon,1,2006-01-01,0.06,,,,0.06,,,,1.15,,,,0,0,0,0,0
12995,Ontamarama,DS,2007,Action,Atlus,Noise Factory,0.05,0.0,0.0,0.0,0.05,Ontamarama,11,2007-11-01,0.02,5.0,7.5,18.0,0.08,6.95,7.5,18.0,0.08,6.95,7.5,18.0,0,0,0,0,0
12996,Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,Idea Factory,Design Factory,0.02,0.0,0.03,0.0,0.05,Hakuoki: Stories of the Shinsengumi,5,2010-05-01,0.01,,,,0.01,,,,0.01,,,,0,0,0,0,0
12997,DokiDoki Majo Shinpan!,DS,2007,Adventure,SNK Playmore,Dokidoki Maj�� Shinpan,0.0,0.0,0.05,0.0,0.05,Dokidoki Maj�� Shinpan,1,2007-01-01,0.03,7.6,7.0,1.0,0.03,7.6,7.0,1.0,0.03,7.6,7.0,1.0,0,0,0,0,0
12998,Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,LucasArts,0.0,0.04,0.0,0.01,0.05,Star Wars,3,2005-03-01,0.68,7.0,6.8,15.0,0.2,7.43,8.03,8.0,0.42,5.0,6.5,0.0,0,0,0,0,0
12999,Starry ? Sky: In Spring,PSP,2010,Misc,Asgard,Starry Sky,0.0,0.0,0.05,0.0,0.05,Starry Sky,1,2010-01-01,0.06,,,,0.06,,,,0.04,,,,0,0,0,0,0
13000,FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,Exient Entertainment,0.04,0.01,0.0,0.0,0.05,FIFA EA Sports,11,2003-11-01,0.07,7.65,6.35,20.0,0.05,7.3,6.3,14.0,0.79,7.6,7.3,20.0,1,1,0,0,1
13001,Armored Core: Formula Front Extreme Battle,PSP,2004,Simulation,505 Games,From Software,0.05,0.0,0.0,0.0,0.05,Armored Core,12,2004-12-01,0.22,6.3,6.7,29.0,0.26,6.65,7.0,1.0,0.26,6.65,7.0,1.0,1,0,0,0,1
13002,Downforce,PS2,2002,Racing,Avalon Interactive,SmartDog,0.03,0.02,0.0,0.01,0.05,Downforce,6,2002-06-01,0.17,8.0,8.0,1.0,0.05,6.5,6.5,2.0,0.05,6.5,6.5,2.0,0,0,0,0,0
13003,Bejeweled Twist,PC,2008,Puzzle,PopCap Games,PopCap,0.01,0.04,0.0,0.01,0.05,Bejeweled,10,2008-10-01,0.04,7.15,7.15,8.0,0.04,7.15,7.15,8.0,0.02,7.15,7.15,8.0,0,1,0,0,0
13004,Street Fighter V,PC,2016,Fighting,Capcom,Capcom,0.0,0.05,0.0,0.0,0.05,Street Fighter,2,2016-02-01,0.01,9.0,8.7,624.0,0.01,9.0,8.7,624.0,0.1,7.03,5.38,35.0,1,0,1,1,0
13005,Little Busters! Converted Edition,PS2,2009,Adventure,Prototype,KEY,0.0,0.0,0.05,0.0,0.05,Little Busters,1,2009-01-01,0.03,,,,0.03,,,,0.03,,,,0,0,0,0,0
13006,Enemy Front,X360,2014,Shooter,Namco Bandai Games,CI Games,0.02,0.03,0.0,0.0,0.05,Enemy Front,6,2014-06-01,0.17,7.35,7.58,26.5,0.07,3.4,6.02,9.5,0.07,3.4,6.02,9.5,0,0,0,0,0
13007,Dream Salon,Wii,2009,Misc,Zoo Games,Zoo Games,0.05,0.0,0.0,0.0,0.05,Dream Salon,11,2009-11-01,0.14,,,,0.14,,,,0.14,,,,0,0,0,0,0
13008,Disney's Party,GC,2002,Misc,Electronic Arts,Neverland,0.04,0.01,0.0,0.0,0.05,Disney's Party,9,2002-09-01,0.13,7.9,7.9,,0.13,7.9,7.9,,0.13,7.9,7.9,,0,0,0,0,0
13009,Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004,Sports,Konami Digital Entertainment,The Prince of Tennis,0.0,0.0,0.05,0.0,0.05,The Prince of Tennis,1,2004-01-01,0.1,,,,0.1,,,,0.14,,,,0,0,0,0,1
13010,Sherlock Holmes: Crimes & Punishments,PC,2014,Adventure,Focus Home Interactive,Frogwares,0.0,0.05,0.0,0.0,0.05,Sherlock Holmes,9,2014-09-01,0.08,7.75,7.18,40.5,0.08,7.75,7.18,40.5,0.08,7.75,7.18,40.5,0,0,0,0,0
13011,Jenga World Tour,Wii,2007,Misc,Atari,Atomic Planet Entertainment,0.05,0.0,0.0,0.0,0.05,Jenga World Tour,2,2007-02-01,0.09,2.57,3.83,2.0,0.02,3.0,4.2,2.0,0.02,3.0,4.2,2.0,0,0,0,0,0
13012,Summon Night X: Tears Crown,DS,2009,Role-Playing,Namco Bandai Games,Flight-Plan,0.0,0.0,0.05,0.0,0.05,Summon Night,1,2009-01-01,0.06,,,,0.07,,,,0.07,,,,1,0,0,0,0
13013,Secret Files: Tunguska,DS,2008,Adventure,Deep Silver,10tacle Studios,0.04,0.01,0.0,0.0,0.05,Secret Files,11,2008-11-01,0.02,6.2,6.4,7.0,0.03,6.5,7.35,7.0,0.05,6.7,7.25,26.5,1,0,0,0,0
13014,Taiho Shichauzo!,PS,2001,Adventure,Pioneer LDC,Pioneer,0.0,0.0,0.05,0.0,0.05,Taiho Shichauzo!,1,2001-01-01,0.21,,,,0.21,,,,0.21,,,,0,0,0,0,0
13015,Battle vs. Chess,PS3,2010,Misc,TopWare Interactive,Gaijin Entertainment,0.0,0.04,0.0,0.01,0.05,Battle vs. Chess,8,2010-08-01,0.0,0.0,0.0,0.0,0.7,7.7,7.35,32.0,0.7,7.7,7.35,32.0,0,0,0,0,0
13016,Phantom Crash,XB,2002,Simulation,Phantagram,Genki,0.03,0.01,0.01,0.0,0.05,Phantom Crash,11,2002-11-01,0.0,0.0,0.0,0.0,0.1,7.6,6.7,4.0,0.1,7.6,6.7,4.0,0,0,0,0,0
13017,Men of War: Assault Squad,PC,2011,Strategy,1C Company,THQ,0.01,0.03,0.0,0.01,0.05,Men of War,2,2011-02-01,0.01,7.85,7.7,33.5,0.09,7.85,7.7,33.5,0.09,7.85,7.7,33.5,1,0,0,0,0
13018,Fishdom,DS,2011,Puzzle,Atari,Playrix Entertainment,0.05,0.0,0.0,0.0,0.05,Fishdom,7,2011-07-01,0.64,6.17,6.78,206.5,0.05,6.5,7.12,6.5,0.05,6.5,7.12,6.5,0,0,0,0,0
13019,Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,Cave,0.02,0.02,0.0,0.01,0.05,Yanya Caballista: City Skater,10,2001-10-01,0.17,7.1,8.7,,0.12,7.1,8.7,,0.12,7.1,8.7,,0,0,0,1,0
13020,Expendable,PS,1999,Action,Infogrames,Ubisoft,0.03,0.02,0.0,0.0,0.05,Expendable,1,1999-01-01,0.4,7.5,5.8,4.0,0.11,7.5,4.08,9.0,0.11,7.5,4.08,9.0,0,0,1,0,0
13021,Imagine: Artist,DS,2009,Misc,Ubisoft,Ubisoft,0.05,0.0,0.0,0.0,0.05,LǸa Passion,10,2009-10-01,0.07,,,,0.09,,,,0.38,,,,0,0,1,0,0
13022,Pet Pals: New Leash on Life,DS,2010,Simulation,Destineer,Legacy Interactive,0.05,0.0,0.0,0.0,0.05,Pet Pals: New Leash on Life,10,2010-10-01,0.02,,,,0.03,,,,0.03,,,,0,0,0,0,0
13023,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,2005,Adventure,Activision,SeaWorld,0.05,0.0,0.0,0.0,0.05,SeaWorld,1,2005-01-01,0.09,5.0,6.1,20.0,0.09,5.0,6.1,20.0,0.09,5.0,6.1,20.0,0,0,0,0,0
13024,The Idolmaster: Gravure For You! Vol. 2,PS3,2011,Misc,Namco Bandai Games,The Idolmaster,0.0,0.0,0.05,0.0,0.05,The Idolmaster,1,2011-01-01,0.05,,,,0.05,,,,0.08,,,,0,0,0,0,0
13025,Arthur! Ready to Race,PS,2000,Racing,The Learning Company,Arthur! Ready to Race,0.03,0.02,0.0,0.0,0.05,Arthur! Ready to Race,1,2000-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
13026,Thunder Force V: Perfect System,PS,1998,Shooter,TechnoSoft,TecnoSoft,0.03,0.02,0.0,0.0,0.05,Thunder Force,1,1998-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
13027,The Typing of the Dead,DC,2000,Shooter,Sega,Smilebit,0.0,0.0,0.05,0.0,0.05,The House of The Dead,1,2000-01-01,0.1,3.0,8.4,10.0,0.23,3.0,8.4,10.0,0.26,3.0,7.7,51.0,0,0,0,0,0
13028,The Idolm@ster: Dearly Stars,DS,2009,Adventure,Namco Bandai Games,Bandai Namco Games,0.0,0.0,0.05,0.0,0.05,The Idolmaster,1,2009-01-01,0.06,6.6,8.0,4.0,0.54,6.6,6.98,172.0,0.07,6.6,5.0,1.0,0,0,0,0,0
13029,Kids Learn Music A+ Edition,DS,2011,Misc,Unknown,Engine Software,0.05,0.0,0.0,0.0,0.05,Kids Learn Music A+ Edition,10,2011-10-01,0.15,,,,0.05,,,,0.05,,,,0,0,0,0,0
13030,Child of Light,PS4,2014,Role-Playing,Ubisoft,Ubisoft Montreal,0.0,0.01,0.04,0.0,0.05,Child of Light,4,2014-04-01,0.24,8.17,7.15,56.5,0.98,8.6,8.1,814.0,0.98,8.6,8.1,814.0,0,0,1,0,1
13031,Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,Activision,Amaze Entertainment,0.05,0.0,0.0,0.0,0.05,Nos Voisins,11,2006-11-01,0.13,6.8,6.8,11.0,0.11,4.97,4.95,11.0,0.1,6.1,4.95,11.0,0,0,0,0,0
13032,Kart Racer,Wii,2009,Racing,Nordic Games,Nordic Games Publishing,0.03,0.01,0.0,0.0,0.05,Cocoto,3,2009-03-01,0.78,6.0,7.4,3.5,0.78,6.0,7.4,3.5,0.06,6.0,7.4,3.5,0,0,0,0,0
13033,Bakemonogatari Portable,PSP,2012,Action,Namco Bandai Games,Bakemonogatari Portable,0.0,0.0,0.05,0.0,0.05,Bakemonogatari Portable,1,2012-01-01,0.05,,,,0.05,,,,0.05,,,,0,0,0,0,0
13034,Sam & Max: Beyond Time and Space,Wii,2010,Adventure,Atari,Telltale Games,0.05,0.0,0.0,0.0,0.05,Sam & Max: Beyond Time and Space,3,2010-03-01,0.12,3.0,4.0,3.0,0.17,3.0,4.0,3.0,0.17,3.0,4.0,3.0,0,0,0,0,0
13035,To Heart 2: Dungeon Travelers,PSV,2015,Adventure,Aqua Plus,To Heart,0.0,0.0,0.05,0.0,0.05,To Heart,1,2015-01-01,0.07,7.3,7.3,4.0,0.07,7.3,7.3,4.0,0.11,7.3,7.3,4.0,0,0,0,0,0
13036,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006,Misc,Nintendo,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,0.0,0.0,0.05,0.0,0.05,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,1,2006-01-01,0.06,,,,0.06,,,,0.06,,,,0,0,0,0,0
13037,Shrek Super Party,GC,2003,Misc,TDK Mediactive,Mass Media,0.04,0.01,0.0,0.0,0.05,Shrek,5,2003-05-01,0.05,2.65,5.8,1.0,0.13,2.65,5.8,1.0,0.29,2.5,5.12,5.0,0,0,0,0,1
13038,Monster 4x4: Masters of Metal,GC,2003,Racing,Ubisoft,Ubisoft,0.04,0.01,0.0,0.0,0.05,Monster 4x4,12,2003-12-01,0.07,8.7,8.5,,0.28,4.8,8.3,,0.28,4.8,8.3,,0,0,1,0,0
13039,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998,Racing,Jaleco,Bakusou Kyoudai Let's & Go!! Eternal Wings,0.0,0.0,0.05,0.0,0.05,Bakusou Kyoudai Let's & Go!! Eternal Wings,1,1998-01-01,0.33,6.3,6.3,6.0,0.33,6.3,6.3,6.0,0.33,6.3,6.3,6.0,0,0,0,0,0
13040,Caligula,PSV,2016,Role-Playing,FuRyu,historia Inc,0.0,0.0,0.05,0.0,0.05,Caligula,1,2016-01-01,0.02,,,,0.02,,,,0.02,,,,0,0,0,0,0
13041,Steins;Gate 0,PSV,2015,Adventure,PQube,5pb,0.0,0.0,0.05,0.0,0.05,Steins;Gate 0,11,2015-11-01,0.03,6.5,6.3,4.5,0.05,7.5,7.8,3.5,0.05,7.5,7.8,3.5,0,0,0,0,0
13042,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007,Action,Namco Bandai Games,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,0.0,0.0,0.05,0.0,0.05,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,1,2007-01-01,0.06,,,,0.06,,,,0.06,,,,0,0,0,0,0
13043,NHL Blades of Steel '99,N64,1999,Sports,Konami Digital Entertainment,KCET,0.05,0.0,0.0,0.0,0.05,Blades of Steel,1,1999-01-01,0.11,2.0,4.0,1.0,0.39,2.0,4.0,1.0,0.39,2.0,4.0,1.0,1,0,0,0,0
13044,Lips: Deutsche Partyknaller,X360,2009,Misc,Microsoft Game Studios,iNiS,0.0,0.04,0.0,0.01,0.05,Lips,1,2009-01-01,0.26,7.85,8.1,5.0,0.38,7.85,7.95,70.0,0.78,6.55,6.85,9.0,0,0,0,0,0
13045,Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,RTL,Apassionata: Die Galanacht der Pferde,0.0,0.04,0.0,0.01,0.05,Apassionata: Die Galanacht der Pferde,1,2009-01-01,0.06,4.0,4.0,,0.06,4.0,4.0,,0.06,4.0,4.0,,0,0,0,0,0
13046,Dungeon Raiders,DS,2009,Role-Playing,Focus Home Interactive,Cyanide,0.05,0.0,0.0,0.0,0.05,Dungeon Raiders,12,2009-12-01,0.05,7.09,6.1,29.0,0.17,7.09,6.1,29.0,0.17,7.09,6.1,29.0,0,0,0,0,0
13047,Second Sight,GC,2004,Adventure,Codemasters,Free Radical Design,0.04,0.01,0.0,0.0,0.05,Second Sight,9,2004-09-01,0.14,7.53,8.0,35.0,0.14,7.53,8.0,35.0,0.14,7.53,8.0,35.0,0,0,0,0,0
13048,Philosoma,PS,1995,Shooter,Sony Computer Entertainment,G-Artists,0.03,0.02,0.0,0.0,0.05,Philosoma,1,1995-01-01,0.08,8.0,8.0,21.0,0.08,8.0,8.0,21.0,0.08,8.0,8.0,21.0,0,0,0,0,0
13049,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995,Misc,Sega,Sega-AM2,0.0,0.0,0.05,0.0,0.05,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,1,1995-01-01,0.08,,,,0.09,,,,0.09,,,,1,0,1,0,1
13050,Puyo Pop,GBA,2001,Puzzle,Sega,Sonic Team,0.04,0.01,0.0,0.0,0.05,Puyo Puyo,2,2001-02-01,2.56,8.15,8.0,129.0,2.56,8.15,8.0,129.0,0.6,8.15,8.0,1.0,0,0,1,0,1
13051,Marriage Royale: Prism Story,PSP,2010,Adventure,ASCII Media Works,Marriage Royale: Prism Story,0.0,0.0,0.05,0.0,0.05,Marriage Royale: Prism Story,1,2010-01-01,0.05,,,,0.05,,,,0.05,,,,0,0,0,0,0
13052,Super Heroine Chronicle,PSV,2014,Role-Playing,Namco Bandai Games,Super Heroine Chronicle,0.0,0.0,0.05,0.0,0.05,Super Heroine Chronicle,1,2014-01-01,0.06,,,,0.06,,,,0.06,,,,0,0,0,0,0
13053,Kamiwaza,PS2,2006,Action,Acquire,Kamiwaza,0.0,0.0,0.05,0.0,0.05,Kamiwaza,1,2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
13054,Rave Master,GC,2002,Fighting,Konami Digital Entertainment,Konami,0.0,0.0,0.05,0.0,0.05,Rave Master,3,2002-03-01,0.27,6.9,6.9,,0.27,6.9,6.9,,0.27,6.9,6.9,,0,0,1,0,0
13055,The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,Spiders,0.01,0.03,0.0,0.01,0.05,The Technomancer,6,2016-06-01,0.01,7.55,6.3,2.0,0.19,5.27,6.15,48.5,0.19,5.27,6.15,48.5,0,0,0,1,0
13056,Ben 10 Galactic Racing,PSV,2012,Racing,D3Publisher,Monkey Bar Games,0.02,0.02,0.0,0.01,0.05,Ben 10,2,2012-02-01,0.02,6.0,4.4,,0.1,6.0,4.4,,0.1,6.0,4.4,,0,0,0,0,0
13057,Kinnikuman Muscle Grand Prix Max,PS2,2006,Fighting,Konami Digital Entertainment,Muscleman,0.0,0.0,0.05,0.0,0.05,Muscleman,1,2006-01-01,0.1,8.6,8.4,15.0,0.1,8.6,8.4,15.0,0.14,8.6,7.0,1.0,0,0,0,0,0
13058,Hotel for Dogs,Wii,2009,Simulation,505 Games,Farsight Studios,0.04,0.0,0.0,0.0,0.05,Hotel for Dogs,1,2009-01-01,0.01,6.35,6.15,15.0,0.48,8.2,7.35,5.0,0.48,8.2,7.35,5.0,0,0,0,0,0
13059,Suzuki Super-Bikes II: Riding Challenge,DS,2008,Racing,Valcon Games,Kuju Entertainment,0.05,0.0,0.0,0.0,0.05,Suzuki Super-Bikes II: Riding Challenge,7,2008-07-01,0.03,5.9,6.6,,0.1,5.9,7.6,,0.1,5.9,7.6,,0,0,0,0,0
13060,Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,EA DICE,0.01,0.03,0.0,0.01,0.05,Mirror's Edge,6,2016-06-01,0.32,6.3,6.05,37.5,0.32,6.3,6.05,37.5,0.32,6.3,6.05,37.5,0,0,1,1,0
13061,Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,2003,Action,TDK Mediactive,Jim Henson's Muppets in Spy Muppets: License to Croak,0.04,0.01,0.0,0.0,0.05,Jim Henson's Muppets in Spy Muppets: License to Croak,1,2003-01-01,0.14,,,,0.14,,,,0.14,,,,0,0,0,0,0
13062,Medal of Honor: European Assault (weekly JP sales),PS2,2005,Shooter,Electronic Arts,Electronic Arts,0.0,0.0,0.05,0.0,0.05,Medal of Honor,1,2005-01-01,0.06,5.0,7.0,8.0,1.88,5.0,7.0,8.0,0.15,6.5,6.5,22.0,1,0,0,1,0
